file,text,xmin,xmax,sentence,word_in_sentence
2,your,1.09,1.24,11,1
2,arm,1.24,1.56,11,2
2,as,1.56,1.71,11,3
2,high,1.71,1.91,11,4
2,as,1.91,2.09,11,5
2,you,2.09,2.18,11,6
2,can,2.18,2.62,11,7
2,before,4.29,4.61,12,0
2,thursday's,4.61,5.18,12,1
2,exam,5.18,5.63,12,2
2,review,5.63,5.91,12,3
2,every,5.91,6.19,12,4
2,formula,6.19,6.93,12,5
2,the,8.64,8.69,13,0
2,museum,8.69,9.16,13,1
2,hires,9.16,9.51,13,2
2,musicians,9.51,10.13,13,3
2,every,10.13,10.43,13,4
2,evening,10.43,10.98,13,5
2,a,12.78,12.88,14,0
2,roll,12.88,13.12,14,1
2,of,13.12,13.29,14,2
2,wire,13.29,13.63,14,3
2,lay,13.63,13.8,14,4
2,near,13.8,14.02,14,5
2,the,14.02,14.14,14,6
2,wall,14.14,14.55,14,7
2,carl,16.36,16.65,15,0
2,lives,16.65,16.96,15,1
2,in,16.96,17.04,15,2
2,a,17.04,17.14,15,3
2,lively,17.14,17.6,15,4
2,home,17.6,18.02,15,5
3,alimony,0.71,1.27,16,0
3,harms,1.27,1.64,16,1
3,a,1.64,1.7,16,2
3,divorced,1.7,2.28,16,3
3,man's,2.28,2.65,16,4
3,wealth,2.65,2.96,16,5
3,she,4.48,4.65,17,0
3,wore,4.65,4.95,17,1
3,warm,4.95,5.29,17,2
3,fleecy,5.29,5.73,17,3
3,woolen,5.73,6.07,17,4
3,overalls,6.07,6.76,17,5
3,alfalfa,8.43,8.97,18,0
3,is,8.97,9.14,18,1
3,healthy,9.14,9.47,18,2
3,for,9.47,9.61,18,3
3,you,9.61,9.98,18,4
3,when,10.02,11.83,19,0
3,all,11.83,12.05,19,1
3,else,12.05,12.31,19,2
3,fails,12.31,12.76,19,3
3,use,12.76,12.94,19,4
3,force,12.94,13.53,19,5
3,although,14.94,15.22,20,0
3,always,15.22,15.65,20,1
3,alone,15.65,16.1,20,2
3,we,16.1,16.21,20,3
3,survive,16.21,16.93,20,4
4,only,0.72,1.0,21,0
4,lawyers,1.0,1.5,21,1
4,love,1.5,1.69,21,2
4,millionaires,1.69,2.48,21,3
4,did,4.01,4.19,22,0
4,dad,4.19,4.45,22,1
4,do,4.45,4.58,22,2
4,academic,4.58,5.21,22,3
4,bidding,5.21,5.68,22,4
4,help,5.72,7.49,23,0
4,greg,7.49,7.75,23,1
4,to,7.75,7.87,23,2
4,pick,7.87,8.1,23,3
4,a,8.1,8.15,23,4
4,peck,8.15,8.38,23,5
4,of,8.38,8.53,23,6
4,potatoes,8.53,9.34,23,7
4,a,11.04,11.14,24,0
4,good,11.14,11.35,24,1
4,attitude,11.35,11.82,24,2
4,is,11.82,11.98,24,3
4,unbeatable,11.98,12.73,24,4
4,coconut,14.43,14.88,25,0
4,cream,14.88,15.16,25,1
4,pie,15.16,15.45,25,2
4,makes,15.45,15.69,25,3
4,a,15.69,15.73,25,4
4,nice,15.73,15.99,25,5
4,dessert,15.99,16.53,25,6
5,don't,0.67,0.98,26,0
5,do,0.98,1.14,26,1
5,charlie's,1.14,1.67,26,2
5,dirty,1.67,2.0,26,3
5,dishes,2.0,2.67,26,4
5,help,4.07,4.26,27,0
5,celebrate,4.26,4.71,27,1
5,your,4.71,4.81,27,2
5,brother's,4.81,5.17,27,3
5,success,5.17,5.91,27,4
5,only,8.11,8.32,28,0
5,the,8.32,8.44,28,1
5,most,8.44,8.69,28,2
5,accomplished,8.69,9.23,28,3
5,artists,9.23,9.69,28,4
5,obtain,9.69,10.04,28,5
5,popularity,10.04,10.99,28,6
5,critical,13.1,13.49,29,0
5,equipment,13.49,14.04,29,1
5,needs,14.04,14.26,29,2
5,proper,14.26,14.65,29,3
5,maintenance,14.65,15.45,29,4
5,young,17.51,17.75,30,0
5,people,17.75,18.1,30,1
5,participate,18.1,18.81,30,2
5,in,18.81,18.88,30,3
5,athletic,18.88,19.37,30,4
5,activities,19.37,20.2,30,5
6,barb's,0.71,1.05,31,0
6,gold,1.05,1.31,31,1
6,bracelet,1.31,1.77,31,2
6,was,1.77,1.94,31,3
6,a,1.94,1.98,31,4
6,graduation,1.98,2.66,31,5
6,present,2.66,3.16,31,6
6,stimulating,5.22,5.89,32,0
6,discussions,5.89,6.58,32,1
6,keep,6.58,6.82,32,2
6,students,6.82,7.23,32,3
6,attention,7.23,7.97,32,4
6,etiquette,10.11,10.49,33,0
6,mandates,10.49,10.97,33,1
6,compliance,10.97,11.58,33,2
6,with,11.58,11.7,33,3
6,existing,11.7,12.21,33,4
6,regulations,12.21,13.22,33,5
6,biblical,15.31,15.7,34,0
6,scholars,15.7,16.2,34,1
6,argue,16.2,16.52,34,2
6,history,16.52,17.19,34,3
6,elderly,18.93,19.34,35,0
6,people,19.34,19.67,35,1
6,are,19.67,19.78,35,2
6,often,19.78,20.14,35,3
6,excluded,20.14,20.88,35,4
7,basketball,0.8,1.34,36,0
7,can,1.34,1.53,36,1
7,be,1.53,1.64,36,2
7,an,1.64,1.73,36,3
7,entertaining,1.73,2.4,36,4
7,sport,2.4,2.91,36,5
7,addition,4.85,5.26,37,0
7,and,5.26,5.39,37,1
7,subtraction,5.39,6.01,37,2
7,are,6.01,6.13,37,3
7,learned,6.13,6.44,37,4
7,skills,6.44,7.07,37,5
7,grandmother,9.2,9.67,38,0
7,outgrew,9.67,10.21,38,1
7,her,10.21,10.37,38,2
7,upbringing,10.37,10.74,38,3
7,in,10.74,10.87,38,4
7,petticoats,10.87,11.75,38,5
7,at,14.18,14.35,39,0
7,twilight,14.35,14.8,39,1
7,on,14.8,14.94,39,2
7,the,14.94,15.0,39,3
7,twelfth,15.0,15.39,39,4
7,day,15.39,15.62,39,5
7,we'll,15.62,15.81,39,6
7,have,15.81,16.0,39,7
7,chablis,16.0,16.58,39,8
7,catastrophic,18.93,19.66,40,0
7,economic,19.66,20.27,40,1
7,cutbacks,20.3,20.79,40,2
7,neglect,20.82,21.21,40,3
7,the,21.21,21.27,40,4
7,poor,21.27,21.74,40,5
8,ambidextrous,0.9,1.56,41,0
8,pickpockets,1.56,2.23,41,1
8,accomplish,2.23,2.77,41,2
8,more,2.77,3.2,41,3
8,even,4.96,5.22,42,0
8,a,5.22,5.28,42,1
8,simple,5.28,5.61,42,2
8,vocabulary,5.61,6.4,42,3
8,contains,6.4,6.86,42,4
8,symbols,6.86,7.56,42,5
8,the,9.21,9.28,43,0
8,eastern,9.28,9.67,43,1
8,coast,9.67,10.01,43,2
8,is,10.01,10.14,43,3
8,a,10.14,10.19,43,4
8,place,10.19,10.5,43,5
8,for,10.5,10.64,43,6
8,pure,10.64,10.93,43,7
8,pleasure,10.93,11.38,43,8
8,and,11.38,11.51,43,9
8,excitement,11.51,12.15,43,10
8,the,15.07,15.14,44,0
8,lack,15.14,15.39,44,1
8,of,15.39,15.54,44,2
8,heat,15.54,15.8,44,3
8,compounded,15.8,16.33,44,4
8,the,16.33,16.4,44,5
8,tenant's,16.4,16.84,44,6
8,grievances,16.84,17.73,44,7
8,academic,20.1,20.61,45,0
8,aptitude,20.61,21.24,45,1
8,guarantees,21.24,21.86,45,2
8,your,21.86,22.0,45,3
8,diploma,22.0,22.72,45,4
9,the,1.07,1.13,46,0
9,prowler,1.13,1.5,46,1
9,wore,1.5,1.64,46,2
9,a,1.64,1.71,46,3
9,ski,1.71,2.01,46,4
9,mask,2.01,2.4,46,5
9,for,2.4,2.54,46,6
9,disguise,2.54,3.36,46,7
9,we,5.13,5.21,47,0
9,experience,5.21,5.81,47,1
9,distress,5.81,6.35,47,2
9,and,6.35,6.51,47,3
9,frustration,6.51,7.16,47,4
9,obtaining,7.16,7.65,47,5
9,our,7.65,7.75,47,6
9,degrees,7.75,8.38,47,7
9,the,10.88,10.96,48,0
9,singer's,10.96,11.38,48,1
9,finger,11.38,11.76,48,2
9,had,11.76,11.9,48,3
9,a,11.9,11.98,48,4
9,splinter,11.98,12.68,48,5
9,the,14.59,14.64,49,0
9,legislashe,14.64,15.37,49,1
9,chure,15.44,15.66,49,2
9,met,15.66,15.99,49,3
9,to,15.99,16.1,49,4
9,judge,16.1,16.46,49,5
9,the,16.46,16.56,49,6
9,state,16.56,16.83,49,7
9,of,16.83,16.97,49,8
9,public,16.97,17.28,49,9
9,education,17.28,18.11,49,10
9,chocolate,20.27,20.7,50,0
9,and,20.7,20.86,50,1
9,roses,20.86,21.28,50,2
9,never,21.28,21.56,50,3
9,fail,21.56,21.84,50,4
9,as,21.84,21.99,50,5
9,a,21.99,22.05,50,6
9,romantic,22.05,22.65,50,7
9,gift,22.65,23.12,50,8
10,any,0.75,0.97,51,0
10,contributions,0.97,1.85,51,1
10,will,1.85,1.97,51,2
10,be,1.97,2.07,51,3
10,greatly,2.07,2.45,51,4
10,appreciated,2.45,3.34,51,5
10,continental,5.36,6.02,52,0
10,drift,6.02,6.35,52,1
10,is,6.35,6.46,52,2
10,a,6.46,6.51,52,3
10,geological,6.51,7.19,52,4
10,theory,7.19,7.81,52,5
10,regular,9.51,9.89,53,0
10,attendance,9.89,10.57,53,1
10,is,10.57,10.69,53,2
10,seldom,10.69,11.17,53,3
10,required,11.17,11.89,53,4
10,challenge,13.41,13.84,54,0
10,each,13.84,14.16,54,1
10,general's,14.16,14.6,54,2
10,intelligence,14.6,15.52,54,3
10,we,17.45,17.58,55,0
10,got,17.58,17.78,55,1
10,drenched,17.78,18.2,55,2
10,from,18.2,18.36,55,3
10,the,18.36,18.41,55,4
10,uninterrupted,18.41,19.29,55,5
10,rain,19.29,19.79,55,6
11,last,0.59,0.87,56,0
11,year's,0.87,1.08,56,1
11,gas,1.08,1.42,56,2
11,shortage,1.42,1.88,56,3
11,caused,1.88,2.16,56,4
11,steep,2.16,2.46,56,5
11,price,2.46,2.77,56,6
11,increases,2.77,3.6,56,7
11,upgrade,5.77,6.15,57,0
11,your,6.15,6.27,57,1
11,status,6.27,6.76,57,2
11,to,6.76,6.91,57,3
11,reflect,6.91,7.35,57,4
11,your,7.35,7.45,57,5
11,wealth,7.45,7.81,57,6
11,eat,10.12,10.25,58,0
11,your,10.25,10.35,58,1
11,raisins,10.35,10.77,58,2
11,outdoors,10.77,11.26,58,3
11,on,11.26,11.38,58,4
11,the,11.38,11.44,58,5
11,porch,11.44,11.82,58,6
11,steps,11.82,12.4,58,7
11,porcupines,14.6,15.28,59,0
11,resemble,15.28,15.67,59,1
11,sea,15.67,15.96,59,2
11,urchins,15.96,16.64,59,3
11,spring,18.01,18.41,60,0
11,street,18.41,18.77,60,1
11,is,18.77,18.87,60,2
11,straight,18.87,19.19,60,3
11,ahead,19.19,19.57,60,4
12,cliff's,0.62,0.89,61,0
12,display,0.89,1.32,61,1
12,was,1.32,1.52,61,2
12,misplaced,1.52,2.14,61,3
12,on,2.14,2.27,61,4
12,the,2.27,2.32,61,5
12,screen,2.32,2.92,61,6
12,an,4.9,5.02,62,0
12,official,5.02,5.4,62,1
12,deadline,5.4,5.9,62,2
12,cannot,5.9,6.23,62,3
12,be,6.23,6.35,62,4
12,postponed,6.35,7.11,62,5
12,fill,9.19,9.35,63,0
12,that,9.35,9.56,63,1
12,canteen,9.56,10.07,63,2
12,with,10.07,10.24,63,3
12,fresh,10.24,10.62,63,4
12,spring,10.62,10.95,63,5
12,water,10.95,11.38,63,6
12,gently,13.38,13.72,64,0
12,place,13.72,14.01,64,1
12,jim's,14.01,14.44,64,2
12,foam,14.44,14.75,64,3
12,sculpture,14.75,15.23,64,4
12,in,15.23,15.35,64,5
12,the,15.35,15.4,64,6
12,box,15.4,16.01,64,7
12,bagpipes,17.9,18.44,65,0
12,and,18.44,18.58,65,1
12,bongos,18.58,19.06,65,2
12,are,19.06,19.09,65,3
12,musical,19.09,19.49,65,4
12,instruments,19.49,20.35,65,5
13,doctors,0.69,1.09,66,0
13,prescribe,1.09,1.59,66,1
13,drugs,1.59,1.92,66,2
13,too,1.92,2.08,66,3
13,freely,2.08,2.64,66,4
13,will,4.26,4.34,67,0
13,you,4.34,4.5,67,1
13,please,4.5,4.81,67,2
13,describe,4.81,5.37,67,3
13,the,5.37,5.48,67,4
13,idiotic,5.48,6.07,67,5
13,predicament,6.07,6.77,67,6
13,it's,9.05,9.22,68,0
13,impossible,9.22,9.83,68,1
13,to,9.83,9.93,68,2
13,deal,9.93,10.18,68,3
13,with,10.18,10.33,68,4
13,bureaucracy,10.33,11.25,68,5
13,good,13.36,13.55,69,0
13,service,13.55,13.98,69,1
13,should,13.98,14.16,69,2
13,be,14.16,14.25,69,3
13,rewarded,14.25,14.81,69,4
13,by,14.81,14.94,69,5
13,big,14.94,15.23,69,6
13,tips,15.23,15.82,69,7
13,my,17.71,17.86,70,0
13,instructions,17.86,18.51,70,1
13,desperately,18.51,19.06,70,2
13,need,19.06,19.24,70,3
13,updating,19.24,19.97,70,4
14,cooperation,0.5,1.13,71,0
14,along,1.13,1.38,71,1
14,with,1.38,1.54,71,2
14,understanding,1.54,2.27,71,3
14,alleviate,2.27,2.8,71,4
14,dispute,2.8,3.41,71,5
14,cement,5.81,6.28,72,0
14,is,6.28,6.4,72,1
14,measured,6.4,6.68,72,2
14,in,6.68,6.78,72,3
14,cubic,6.78,7.2,72,4
14,yards,7.2,7.79,72,5
14,primitive,9.44,9.84,73,0
14,tribes,9.84,10.23,73,1
14,have,10.23,10.34,73,2
14,an,10.34,10.43,73,3
14,upbeat,10.43,10.77,73,4
14,attitude,10.77,11.46,73,5
14,flying,13.62,13.98,74,0
14,standby,13.98,14.55,74,1
14,can,14.55,14.69,74,2
14,be,14.69,14.77,74,3
14,practical,14.77,15.33,74,4
14,if,15.33,15.47,74,5
14,you,15.47,15.54,74,6
14,want,15.54,15.8,74,7
14,to,15.8,15.84,74,8
14,save,15.84,16.11,74,9
14,money,16.11,16.56,74,10
14,it's,19.23,19.39,75,0
14,hard,19.39,19.56,75,1
14,to,19.56,19.67,75,2
14,tell,19.67,19.87,75,3
14,an,19.87,20.02,75,4
14,or,20.02,20.11,75,5
14,ellen,20.14,20.43,75,6
14,an,20.51,20.62,75,7
14,original,20.62,21.14,75,8
14,from,21.14,21.33,75,9
14,a,21.33,21.39,75,10
14,forgery,21.39,22.14,75,11
15,the,0.81,1.0,76,0
15,thinker,1.0,1.39,76,1
15,is,1.39,1.54,76,2
15,a,1.54,1.6,76,3
15,famous,1.6,1.96,76,4
15,sculpture,1.96,2.67,76,5
15,the,4.35,4.41,77,0
15,misprint,4.41,4.89,77,1
15,provoked,4.89,5.34,77,2
15,an,5.34,5.42,77,3
15,im,5.42,5.63,77,4
15,immediate,5.63,6.19,77,5
15,disclaimer,6.19,6.94,77,6
15,a,8.77,8.83,78,0
15,large,8.83,9.21,78,1
15,household,9.21,9.71,78,2
15,needs,9.71,9.9,78,3
15,lots,9.9,10.23,78,4
15,of,10.23,10.3,78,5
15,appliances,10.3,11.25,78,6
15,cut,13.38,13.56,79,0
15,a,13.56,13.61,79,1
15,small,13.61,14.0,79,2
15,corner,14.0,14.35,79,3
15,off,14.35,14.6,79,4
15,each,14.6,14.84,79,5
15,edge,14.84,15.34,79,6
15,iguanas,16.65,17.15,80,0
15,and,17.15,17.26,80,1
15,alligators,17.26,17.84,80,2
15,are,17.84,17.92,80,3
15,tropical,17.92,18.46,80,4
15,reptiles,18.46,19.31,80,5
16,masquerade,0.68,1.24,81,0
16,parties,1.24,1.63,81,1
16,tax,1.63,2.02,81,2
16,one's,2.02,2.23,81,3
16,imagination,2.23,3.14,81,4
16,penguins,4.76,5.21,82,0
16,live,5.21,5.38,82,1
16,near,5.38,5.54,82,2
16,the,5.54,5.7,82,3
16,icy,5.7,6.05,82,4
16,antarctic,6.05,6.88,82,5
16,guess,8.69,8.92,83,0
16,the,8.92,8.99,83,1
16,question,8.99,9.55,83,2
16,from,9.55,9.75,83,3
16,the,9.75,9.86,83,4
16,answer,9.86,10.44,83,5
16,medieval,12.27,12.65,84,0
16,society,12.65,13.31,84,1
16,was,13.31,13.47,84,2
16,based,13.47,13.77,84,3
16,on,13.77,13.93,84,4
16,hierarchies,13.93,14.88,84,5
16,project,16.6,17.01,85,0
16,development,17.01,17.55,85,1
16,was,17.55,17.69,85,2
16,proceeding,17.69,18.23,85,3
16,too,18.23,18.43,85,4
16,slowly,18.43,19.01,85,5
17,kindergarten,0.65,1.29,86,0
17,children,1.29,1.78,86,1
17,decorate,1.78,2.26,86,2
17,their,2.26,2.39,86,3
17,classrooms,2.39,3.03,86,4
17,for,3.03,3.24,86,5
17,hol,3.24,3.4,86,6
17,all,3.4,3.7,86,7
17,holidays,3.7,4.45,86,8
17,special,6.6,7.04,87,0
17,task,7.04,7.43,87,1
17,forces,7.43,7.92,87,2
17,rescue,7.92,8.33,87,3
17,hostages,8.33,9.01,87,4
17,from,9.01,9.18,87,5
17,kidnappers,9.18,10.05,87,6
17,call,11.64,11.85,88,0
17,an,11.85,11.99,88,1
17,ambulance,11.99,12.54,88,2
17,for,12.54,12.65,88,3
17,medical,12.65,13.03,88,4
17,assistance,13.03,13.88,88,5
17,he,15.8,15.89,89,0
17,stole,15.89,16.18,89,1
17,a,16.18,16.25,89,2
17,dime,16.25,16.63,89,3
17,from,16.63,16.81,89,4
17,a,16.81,16.89,89,5
17,beggar,16.89,17.42,89,6
17,you,19.27,19.37,90,0
17,must,19.37,19.66,90,1
17,explicitly,19.66,20.32,90,2
17,delete,20.32,20.73,90,3
17,files,20.73,21.38,90,4
18,a,0.63,0.71,91,0
18,huge,0.71,1.05,91,1
18,tapestry,1.05,1.74,91,2
18,hung,1.74,1.98,91,3
18,in,1.98,2.06,91,4
18,her,2.06,2.19,91,5
18,hallway,2.19,2.8,91,6
18,birthday,4.39,4.69,92,0
18,parties,4.69,5.14,92,1
18,have,5.14,5.3,92,2
18,cupcakes,5.33,5.84,92,3
18,and,5.84,5.93,92,4
18,ice,5.93,6.16,92,5
18,cream,6.16,6.59,92,6
18,his,8.75,8.9,93,0
18,scalp,8.9,9.22,93,1
18,was,9.22,9.37,93,2
18,blistered,9.37,9.94,93,3
18,from,9.94,10.12,93,4
18,today's,10.12,10.55,93,5
18,hot,10.55,10.81,93,6
18,sun,10.81,11.29,93,7
18,she,13.29,13.49,94,0
18,slipped,13.49,13.82,94,1
18,and,13.82,13.97,94,2
18,sprained,13.97,14.37,94,3
18,her,14.37,14.44,94,4
18,ankle,14.44,14.78,94,5
18,on,14.78,14.94,94,6
18,the,14.94,14.99,94,7
18,steep,14.99,15.34,94,8
18,slope,15.34,15.8,94,9
18,the,18.47,18.54,95,0
18,best,18.54,18.85,95,1
18,way,18.85,18.97,95,2
18,to,18.97,19.09,95,3
18,learn,19.09,19.35,95,4
18,is,19.35,19.44,95,5
18,to,19.44,19.58,95,6
18,solve,19.58,19.88,95,7
18,extra,19.88,20.18,95,8
18,problems,20.18,21.05,95,9
19,his,0.73,0.9,96,0
19,sudden,0.9,1.19,96,1
19,departure,1.19,1.75,96,2
19,shocked,1.75,2.28,96,3
19,the,2.28,2.33,96,4
19,cast,2.33,2.81,96,5
19,tugboats,4.64,5.08,97,0
19,are,5.08,5.14,97,1
19,capable,5.14,5.63,97,2
19,of,5.63,5.77,97,3
19,hauling,5.77,6.15,97,4
19,huge,6.15,6.47,97,5
19,loads,6.47,7.0,97,6
19,a,8.94,9.0,98,0
19,muscular,9.0,9.55,98,1
19,abdomen,9.55,10.0,98,2
19,is,10.0,10.13,98,3
19,good,10.13,10.36,98,4
19,for,10.36,10.42,98,5
19,your,10.42,10.56,98,6
19,back,10.56,11.03,98,7
19,the,13.26,13.32,99,0
19,cartoon,13.32,13.82,99,1
19,features,13.82,14.22,99,2
19,a,14.22,14.28,99,3
19,muskrat,14.28,14.74,99,4
19,and,14.74,14.89,99,5
19,a,14.89,14.96,99,6
19,tadpole,14.96,15.67,99,7
19,the,17.63,17.8,100,0
19,emblem,17.8,18.08,100,1
19,depicts,18.08,18.67,100,2
19,the,18.67,18.77,100,3
19,acropolis,18.77,19.42,100,4
19,all,19.42,19.6,100,5
19,aglow,19.6,20.12,100,6
20,clasp,0.7,1.1,101,0
20,the,1.1,1.19,101,1
20,screw,1.19,1.5,101,2
20,in,1.5,1.6,101,3
20,your,1.6,1.74,101,4
20,left,1.74,2.15,101,5
20,hand,2.15,2.51,101,6
20,the,4.18,4.23,102,0
20,mango,4.23,4.6,102,1
20,and,4.6,4.76,102,2
20,the,4.76,4.82,102,3
20,papaya,4.82,5.34,102,4
20,are,5.34,5.48,102,5
20,in,5.48,5.63,102,6
20,the,5.63,5.68,102,7
20,bowl,5.68,6.16,102,8
20,combine,8.15,8.54,103,0
20,all,8.54,8.76,103,1
20,the,8.76,8.9,103,2
20,ingredients,8.9,9.55,103,3
20,in,9.55,9.61,103,4
20,a,9.61,9.76,103,5
20,large,9.76,10.08,103,6
20,bowl,10.08,10.52,103,7
20,the,12.76,12.81,104,0
20,misquote,12.81,13.32,104,1
20,was,13.32,13.54,104,2
20,retracted,13.54,14.15,104,3
20,with,14.15,14.31,104,4
20,an,14.31,14.4,104,5
20,apology,14.4,15.16,104,6
20,the,16.98,17.05,105,0
20,coyote,17.05,17.55,105,1
20,bobcat,17.55,18.16,105,2
20,and,18.16,18.37,105,3
20,hyena,18.37,18.91,105,4
20,are,18.94,19.09,105,5
20,wild,19.09,19.4,105,6
20,animals,19.4,20.09,105,7
21,trespassing,0.58,1.2,106,0
21,is,1.2,1.32,106,1
21,forbidden,1.32,1.81,106,2
21,and,1.81,1.96,106,3
21,subject,1.96,2.36,106,4
21,to,2.36,2.44,106,5
21,penalty,2.44,3.13,106,6
21,encyclopedias,5.31,6.13,107,0
21,seldom,6.13,6.59,107,1
21,present,6.59,6.97,107,2
21,anecdotal,6.97,7.58,107,3
21,evidence,7.58,8.35,107,4
21,a,10.02,10.07,108,0
21,screwdriver,10.07,10.72,108,1
21,is,10.72,10.87,108,2
21,made,10.87,11.06,108,3
21,from,11.06,11.26,108,4
21,vodka,11.26,11.67,108,5
21,and,11.67,11.83,108,6
21,orange,11.83,12.23,108,7
21,juice,12.23,12.66,108,8
21,objects,14.85,15.24,109,0
21,made,15.24,15.41,109,1
21,of,15.41,15.54,109,2
21,pewter,15.54,15.96,109,3
21,are,15.96,16.0,109,4
21,beautiful,16.0,16.78,109,5
21,westchester,18.74,19.41,110,0
21,is,19.41,19.53,110,1
21,a,19.53,19.59,110,2
21,county,19.59,20.03,110,3
21,in,20.03,20.12,110,4
21,new,20.12,20.24,110,5
21,york,20.24,20.72,110,6
22,artificial,0.85,1.43,111,0
22,intelligence,1.43,2.1,111,1
22,is,2.1,2.23,111,2
22,for,2.23,2.43,111,3
22,real,2.43,2.86,111,4
22,the,4.61,4.73,112,0
22,emperor,4.73,5.11,112,1
22,had,5.11,5.28,112,2
22,a,5.28,5.34,112,3
22,mean,5.34,5.74,112,4
22,temper,5.74,6.32,112,5
22,lots,7.96,8.21,113,0
22,of,8.21,8.32,113,1
22,foreign,8.32,8.7,113,2
22,movies,8.7,9.13,113,3
22,have,9.13,9.29,113,4
22,subtitles,9.29,10.09,113,5
22,angora,11.84,12.24,114,0
22,cats,12.24,12.57,114,1
22,are,12.57,12.65,114,2
22,furrier,12.65,13.17,114,3
22,than,13.17,13.39,114,4
22,siamese,13.39,14.1,114,5
22,he,15.86,16.03,115,0
22,ate,16.03,16.14,115,1
22,four,16.14,16.46,115,2
22,extra,16.46,16.82,115,3
22,eggs,16.82,17.14,115,4
22,for,17.14,17.25,115,5
22,breakfast,17.25,17.98,115,6
23,we,0.54,0.66,116,0
23,plan,0.66,0.95,116,1
23,to,0.95,1.09,116,2
23,build,1.09,1.46,116,3
23,a,1.46,1.55,116,4
23,new,1.55,1.81,116,5
23,beverage,1.81,2.28,116,6
23,plant,2.28,2.59,116,7
23,publicity,4.4,4.98,117,0
23,and,4.98,5.2,117,1
23,notoriety,5.2,5.94,117,2
23,go,5.94,6.14,117,3
23,hand,6.14,6.44,117,4
23,in,6.44,6.62,117,5
23,hand,6.62,7.0,117,6
23,pizzerias,8.56,9.18,118,0
23,are,9.18,9.24,118,1
23,convenient,9.24,9.86,118,2
23,for,9.86,9.98,118,3
23,a,9.98,10.05,118,4
23,quick,10.05,10.33,118,5
23,lunch,10.33,10.84,118,6
23,december,12.8,13.2,119,0
23,and,13.2,13.34,119,1
23,january,13.34,13.92,119,2
23,are,13.92,14.04,119,3
23,nice,14.1,14.52,119,4
23,months,14.52,14.84,119,5
23,to,14.84,14.93,119,6
23,spend,14.93,15.21,119,7
23,in,15.21,15.38,119,8
23,miami,15.38,15.96,119,9
23,technical,18.2,18.68,120,0
23,writers,18.68,19.08,120,1
23,can,19.08,19.21,120,2
23,abbreviate,19.21,19.78,120,3
23,in,19.78,19.9,120,4
23,bibliographies,19.9,20.92,120,5
24,scientific,0.3,1.04,121,0
24,progress,1.04,1.66,121,1
24,comes,1.66,1.94,121,2
24,from,1.94,2.14,121,3
24,the,2.14,2.22,121,4
24,development,2.22,2.78,121,5
24,of,2.78,2.95,121,6
24,new,2.95,3.08,121,7
24,techniques,3.08,3.86,121,8
24,the,6.31,6.38,122,0
24,clumsy,6.38,6.78,122,1
24,customer,6.78,7.31,122,2
24,spilled,7.31,7.69,122,3
24,some,7.69,7.87,122,4
24,expensive,7.87,8.46,122,5
24,perfume,8.46,9.12,122,6
24,the,11.41,11.47,123,0
24,bungalow,11.47,11.99,123,1
24,was,11.99,12.17,123,2
24,pleasantly,12.17,12.63,123,3
24,situated,12.63,13.25,123,4
