file,text,sentence,word_in_sentence
12,display,61,1
12,fill,63,0
12,foam,64,3
12,fresh,63,4
12,gently,64,0
12,instruments,65,5
12,jim's,64,2
12,misplaced,61,3
12,musical,65,4
12,place,64,1
12,sculpture,64,4
12,spring,63,5
12,water,63,6
13,deal,68,3
13,describe,67,3
13,desperately,70,2
13,doctors,66,0
13,drugs,66,2
13,freely,66,4
13,good,69,0
13,idiotic,67,5
13,impossible,68,1
13,please,67,2
13,predicament,67,6
13,prescribe,66,1
13,rewarded,69,4
13,service,69,1
13,updating,70,4
14,alleviate,71,4
14,attitude,73,5
14,cement,72,0
14,cooperation,71,0
14,cubic,72,4
14,dispute,71,5
14,flying,74,0
14,hard,75,1
14,measured,72,2
14,money,74,10
14,practical,74,4
14,primitive,73,0
14,save,74,9
14,standby,74,1
14,tell,75,3
14,tribes,73,1
14,understanding,71,3
14,upbeat,73,4
14,want,74,7
14,yards,72,5
15,appliances,78,6
15,corner,79,3
15,cut,79,0
15,edge,79,6
15,famous,76,4
15,household,78,2
15,iguanas,80,0
15,large,78,1
15,lots,78,4
15,misprint,77,1
15,needs,78,3
15,provoked,77,2
15,reptiles,80,5
15,sculpture,76,5
15,small,79,2
15,thinker,76,1
15,tropical,80,4
16,answer,83,5
16,based,84,3
16,guess,83,0
16,hierarchies,84,5
16,imagination,81,4
16,masquerade,81,0
16,medieval,84,0
16,one's,81,3
16,parties,81,1
16,proceeding,85,3
16,project,85,0
16,question,83,2
16,slowly,85,5
16,society,84,1
16,tax,81,2
17,ambulance,88,2
17,beggar,89,6
17,call,88,0
17,children,86,1
17,delete,90,3
17,dime,89,3
17,explicitly,90,2
17,files,90,4
17,forces,87,2
17,hostages,87,4
17,kidnappers,87,6
17,must,90,1
17,rescue,87,3
17,special,87,0
17,stole,89,1
17,task,87,1
18,ankle,94,5
18,best,95,1
18,birthday,92,0
18,blistered,93,3
18,cream,92,6
18,cupcakes,92,3
18,extra,95,8
18,hallway,91,6
18,hot,93,6
18,huge,91,1
18,ice,92,5
18,learn,95,4
18,parties,92,1
18,problems,95,9
18,slipped,94,1
18,slope,94,9
18,solve,95,7
18,sprained,94,3
18,steep,94,8
18,sun,93,7
18,tapestry,91,2
18,today's,93,5
18,way,95,2
19,abdomen,98,2
19,aglow,100,6
19,back,98,7
19,cartoon,99,1
19,cast,96,5
19,departure,96,2
19,depicts,100,2
19,emblem,100,1
19,features,99,2
19,loads,97,6
19,shocked,96,3
19,sudden,96,1
19,tadpole,99,7
20,apology,104,6
20,bobcat,105,2
20,bowl,102,8
20,bowl,103,7
20,clasp,101,0
20,combine,103,0
20,hand,101,6
20,hyena,105,4
20,large,103,6
20,left,101,5
20,misquote,104,1
20,papaya,102,4
21,beautiful,109,5
21,county,110,3
21,evidence,107,4
21,forbidden,106,2
21,juice,108,8
21,made,108,3
21,made,109,1
21,new,110,5
21,orange,108,7
21,penalty,106,6
21,pewter,109,3
21,present,107,2
21,screwdriver,108,1
21,seldom,107,1
21,westchester,110,0
21,york,110,6
22,artificial,111,0
22,ate,115,1
22,breakfast,115,6
22,cats,114,1
22,emperor,112,1
22,foreign,113,2
22,four,115,2
22,furrier,114,3
22,intelligence,111,1
22,lots,113,0
22,mean,112,4
22,movies,113,3
22,real,111,4
22,siamese,114,5
22,subtitles,113,5
22,temper,112,5
23,abbreviate,120,3
23,beverage,116,6
23,build,116,3
23,convenient,118,2
23,december,119,0
23,go,117,3
23,hand,117,4
23,hand,117,6
23,january,119,2
23,lunch,118,6
23,miami,119,9
23,months,119,5
23,new,116,5
23,nice,119,4
23,notoriety,117,2
23,pizzerias,118,0
23,plan,116,1
23,plant,116,7
23,publicity,117,0
23,quick,118,5
23,spend,119,7
23,technical,120,0
23,writers,120,1
24,agricultural,124,0
24,bungalow,123,1
24,clumsy,122,1
24,comes,121,2
24,competition,125,6
24,customer,122,2
24,development,121,5
24,distributed,124,4
24,near,123,5
24,nevada's,125,4
24,new,121,7
24,participate,125,2
24,perfume,122,6
24,pleasantly,123,3
24,pledge,125,0
24,scientific,121,0
24,shore,123,7
24,situated,123,4
24,spilled,122,3
24,techniques,121,8
24,unevenly,124,3
25,antelope,127,7
25,article,126,2
25,bugle,127,4
25,clarification,126,7
25,coat,128,6
25,compile,130,4
25,curiosity,129,2
25,get,129,4
25,jennifer's,127,3
25,long,126,1
25,much,129,1
25,never,130,3
25,opaque,126,4
25,programs,130,1
25,sound,127,1
25,trouble,129,7
25,willowy,128,1
25,wore,128,3
26,ambiguous,135,4
26,chipper,133,3
26,counted,132,8
26,crucial,131,6
26,cuisine,134,1
26,exquisite,134,3
26,many,133,8
26,presented,135,3
26,previous,135,1
26,results,135,5
26,speaker,135,2
26,square,133,7
26,third,132,4
26,times,133,9
26,vietnamese,134,0
26,votes,132,7
27,aptitude,137,1
27,chlorine,139,5
27,exist,136,1
27,experiment's,140,1
27,judged,137,3
27,juice,138,1
27,mosquitoes,136,0
27,much,139,4
27,orange,138,0
27,outcome,140,3
27,positive,140,2
27,standardized,137,5
27,tastes,138,2
27,tests,137,6
27,toothpaste,138,5
27,warm,136,3
27,water,139,1
28,authorization,143,3
28,book,144,6
28,bought,145,5
28,citizenship,143,6
28,coauthors,144,1
28,drunkard,142,1
28,government,143,1
28,gunpowder,145,6
28,haughty,144,9
28,new,144,5
28,outlaws,145,4
28,pair,141,5
28,presented,144,3
28,remove,141,0
28,social,142,4
28,sought,143,2
28,stronghold,145,9
28,tweezers,141,7
29,auburn,146,1
29,autumn,146,6
29,biologists,149,0
29,coincided,150,2
29,company's,150,5
29,curiosity,148,0
29,employee,150,0
29,friends,147,3
29,hair,146,2
29,isotopes,149,3
29,layoffs,150,1
29,leaves,146,7
29,remained,147,1
29,reminded,146,3
29,reorganization,150,6
29,use,149,1
30,algebraic,152,5
30,bayou,151,6
30,discouraging,154,3
30,expression,152,6
30,heroism,155,5
30,however,154,4
30,naive,155,4
30,overly,154,8
30,triumphant,155,1
30,warrior,155,2
30,worried,154,9
31,buying,158,0
31,children,160,3
31,complex,157,6
31,contributed,157,2
31,cooking,159,2
31,cooperates,156,1
31,costumes,160,9
31,creole,159,1
31,curry,159,4
31,encouraged,160,1
31,finding,156,3
31,halloween,160,8
31,horse,158,3
31,inferiority,157,5
31,intuition,158,5
31,make,160,5
31,myopia,157,1
31,rewarded,156,8
31,ron's,157,4
31,severe,157,0
31,thoroughbred,158,2
31,whoever,156,0
32,allow,165,4
32,almost,162,0
32,barely,161,2
32,coeducational,162,5
32,could,161,1
32,else,165,1
32,fjords,161,5
32,flurries,161,9
32,glue,164,1
32,go,165,7
32,oozed,164,2
32,others,165,5
32,rich,163,0
32,see,161,3
32,snow,161,8
32,thick,164,0
32,tube,164,6
32,would,165,2
33,account,170,5
33,always,166,3
33,authorized,170,1
33,buy,167,2
33,cat's,166,1
33,evening,169,6
33,go,169,2
33,hurts,166,4
33,meow,166,2
33,often,168,3
33,outdoors,168,5
33,play,168,4
33,tomboy,168,2
33,would,168,0
34,accusations,173,3
34,always,175,5
34,buy,175,1
34,coleslaw,172,2
34,destroy,171,0
34,every,171,1
34,fashion,174,5
34,hats,174,1
34,mine,175,7
34,oil,172,7
34,oil,175,2
34,phony,173,2
34,serve,172,0
34,straw,174,0
34,use,175,6
34,withdraw,173,0
34,year,174,7
35,allow,177,2
35,audition,176,5
35,axis,179,6
35,draw,179,0
35,enjoy,176,1
35,graph,179,2
35,lamb's,180,5
35,made,180,3
35,new,179,5
35,norwegian,180,0
35,sweaters,180,1
35,violence,177,5
35,wool,180,6
36,abruptly,185,3
36,allowance,184,2
36,approach,183,0
36,avoid,181,3
36,bleachers,182,6
36,causeway,185,1
36,children,181,1
36,composure,183,5
36,controlled,182,1
36,ended,185,2
36,get,184,5
36,interview,183,2
36,much,184,1
36,shore,185,6
36,statuesque,183,4
36,stopwatch,182,3
37,bells,189,5
37,blues,186,6
37,even,186,0
37,geese,190,9
37,get,186,3
37,government,187,6
37,hear,189,2
37,military,187,0
37,monday,186,5
37,obey,187,5
37,orange,188,3
37,orders,187,7
37,peeling,188,1
37,personnel,187,1
37,pond,190,4
37,ringing,189,6
37,rob,190,0
37,sat,190,1
37,sketched,190,6
37,sleigh,189,4
37,stray,190,8
38,agency,194,2
38,bedroom,191,3
38,best,192,2
38,choices,193,4
38,colored,191,1
38,crayons,191,6
38,dew,195,2
38,enjoy,192,4
38,gave,193,1
38,glistened,195,7
38,hired,194,3
38,journalist,194,6
38,let,193,6
38,news,194,1
38,players,192,3
38,popularity,192,5
38,priorities,193,10
38,set,193,8
38,several,193,3
38,spider,195,5
38,sun,195,10
38,wall,191,4
39,affirmative,196,6
39,boy,197,2
39,emphasized,196,2
39,events,199,4
39,hook,197,8
39,need,196,4
39,order,199,7
39,permanent,198,1
39,put,197,3
39,recall,199,2
39,records,198,4
39,sermon,196,1
39,small,197,1
39,try,199,0
39,worm,197,5
40,always,202,1
40,attacked,201,1
40,cory,201,0
40,determination,201,6
40,endurance,204,4
40,extra,201,5
40,good,204,1
40,keep,205,0
40,project,201,3
40,put,203,0
40,thermometer,205,2
40,tongue,205,5
41,barely,206,2
41,cook,207,3
41,cost,210,8
41,could,206,1
41,eight,210,7
41,failure,210,1
41,handle,206,3
41,healthier,207,1
41,job,210,11
41,looking,209,2
41,ocean,208,4
41,open,210,3
41,overlooked,208,2
41,psychological,206,5
41,store,210,5
41,sugar,207,5
41,trauma,206,6
41,viewpoint,208,1
41,without,207,4
42,agency,213,6
42,apples,212,5
42,appreciated,214,3
42,bought,212,3
42,boy,212,2
42,clear,214,0
42,courier,215,1
42,dwarf,215,4
42,freeway,211,2
42,highway,211,0
42,ices,212,8
42,itemize,213,1
42,mean,211,3
42,paper,212,1
42,pronunciation,214,1
42,thing,211,6
42,three,212,7
42,two,212,4
43,agree,220,2
43,ambulance,216,5
43,barely,220,7
43,chamber,219,6
43,create,218,4
43,doctor,216,1
43,easy,218,2
43,essay,220,5
43,examples,218,6
43,fruit,217,2
43,hallway,219,1
43,huge,219,5
43,illuminating,218,5
43,intelligible,220,8
43,opens,219,2
43,patient,216,8
43,preparing,217,4
43,puree,217,0
44,ancient,221,1
44,ate,224,1
44,ballet,225,2
44,boston,225,1
44,cigarettes,222,1
44,escalator,221,5
44,every,224,2
44,eyestrain,223,6
44,funding,225,5
44,gives,223,4
44,nora's,224,5
44,overcame,225,3
44,oyster,224,3
44,plate,224,6
44,poor,223,2
44,reading,223,0
44,shortage,225,6
44,subway,221,4
45,allow,228,2
45,ate,226,3
45,atheists,228,3
45,away,230,4
45,begins,229,3
45,butterfly,226,2
45,church,228,5
45,eating,227,1
45,gorgeous,226,1
45,ideal,229,1
45,irate,230,1
45,live,227,5
45,lot,226,5
45,may,227,4
45,morning,229,2
45,nectar,226,7
45,stomped,230,3
45,yogurt,227,2
46,agency,235,2
46,alien,235,4
46,allow,233,2
46,enter,233,6
46,essay,232,1
46,evening,231,5
46,every,231,3
46,forces,235,5
46,freely,233,7
46,monday,231,4
46,open,231,2
46,overthrow,235,3
46,ready,234,6
46,remember,233,0
46,twins,233,4
46,yellow,234,4
47,broken,238,3
47,chop,238,5
47,draw,240,0
47,dressing,236,7
47,eight,237,2
47,every,240,1
47,fill,240,6
47,first,240,4
47,instead,238,8
47,like,236,4
47,line,240,3
47,money,239,4
47,much,239,3
47,need,239,7
47,oily,236,1
47,outer,240,2
47,salad,236,6
47,saw,237,1
47,saw,238,1
47,withdraw,239,0
47,wood,238,7
48,allow,245,0
48,aprons,243,2
48,atypical,242,1
48,available,243,3
48,beds,244,8
48,careful,244,1
48,child,245,2
48,farmers,242,2
48,flower,244,7
48,grow,242,3
48,holiday,243,1
48,ice,245,6
48,jaw,241,1
48,muscles,241,6
48,operates,241,2
48,plow,244,4
48,pop,245,7
48,us,243,5
48,using,241,4
49,angry,246,1
49,answered,246,3
49,boy,246,2
49,bright,248,3
49,brother,249,1
49,cliff,247,0
49,didn't,246,5
49,door,249,5
49,garage,249,4
49,john's,249,0
49,look,246,6
49,luxurious,247,5
49,massage,247,6
49,repainted,249,2
49,soothed,247,2
49,steve,248,0
49,sweater,248,6
49,wore,248,1
50,ability,252,1
50,alice's,252,0
50,balls,254,7
50,beach,254,6
50,come,255,5
50,cory,254,0
50,fairy,255,2
50,forgot,255,3
50,hours,254,9
50,mirage,253,4
50,noteworthy,252,7
50,oasis,253,1
50,played,254,3
50,prestige,251,3
50,supervision,252,5
50,tooth,255,1
50,trish,254,2
50,without,252,4
50,work,252,3
51,birth,256,4
51,brush,260,0
51,clothing,259,9
51,cloverleaf,258,3
51,common,260,3
51,control,256,5
51,dry,260,6
51,every,258,1
51,fires,260,1
51,gets,258,6
51,major,258,2
51,nevada,260,9
51,organizations,256,2
51,parenthood,256,1
51,pays,259,5
51,planned,256,0
51,promote,256,3
51,purchased,257,1
51,quality,259,8
51,rich,257,0
51,run,259,3
51,several,257,2
51,signed,257,3
51,sometimes,258,5
51,traffic,258,4
51,underbrush,260,7
52,avalanche,263,1
52,brochure,262,1
52,buyer,262,8
52,dirty,265,3
52,documents,264,2
52,exclusive,264,1
52,galoshes,261,1
52,informative,262,4
52,must,264,3
52,particularly,262,3
52,please,265,0
52,seattle,261,6
52,times,264,9
52,triggered,263,2
52,useful,261,4
52,weatherproof,261,0
53,arrange,267,6
53,artists,268,2
53,autographs,268,4
53,carol,267,1
53,comes,267,2
53,cream,270,1
53,exchanged,268,3
53,giraffes,266,1
53,halloween,270,7
53,item,270,5
53,kept,266,3
53,popular,270,4
53,shaving,270,0
53,small,266,5
53,tomorrow,267,3
53,two,268,1
53,zoos,266,6
54,bluejay,273,1
54,building,273,6
54,change,271,1
54,cheap,274,0
54,cheese,275,1
54,chives,275,3
54,cottage,275,0
54,delicious,275,5
54,first,274,4
54,flew,273,2
54,high,273,5
54,made,272,2
54,shape,271,2
54,soybeans,272,5
54,stockings,274,1
54,time,274,5
54,tofu,272,0
54,worn,274,7
55,adjourned,277,4
55,become,276,4
55,chosen,276,1
55,generals,276,5
55,hood,280,1
55,hot,280,9
55,jeep,280,4
55,meeting,277,1
55,proof,279,1
55,steaming,280,6
55,sun,280,10
56,answers,282,1
56,bob,285,0
56,clams,285,3
56,desires,281,1
56,drop,283,0
56,first,282,11
56,five,283,1
56,found,285,1
56,give,281,4
56,informative,281,7
56,one,281,6
56,paragraph,281,8
56,people,284,1
56,simple,281,3
56,straightforward,282,4
56,think,282,7
56,welfare,284,11
56,would,284,6
57,ambled,288,4
57,autumn,287,7
57,big,288,1
57,cats,286,3
57,chases,286,2
57,clearly,290,2
57,cranberry,287,1
57,distance,289,8
57,farmyard,288,7
57,goat,288,2
57,may,289,3
57,mercilessly,286,4
57,moment,290,11
57,nearest,289,1
57,saw,290,3
57,shadow,290,5
57,stayed,290,7
57,within,289,6
58,arriving,292,5
58,brightly,294,4
58,full,294,1
58,gift,291,7
58,handbag,291,2
58,leather,291,1
58,moon,294,2
58,night,294,6
58,prevented,292,2
58,shone,294,3
58,suitable,291,6
58,time,292,7
58,would,291,3
59,add,299,9
59,afternoon,297,9
59,big,300,1
59,cartoons,297,6
59,chew,300,5
59,chip,298,0
59,chose,297,3
59,loved,300,3
59,number,299,2
59,old,300,8
59,postponed,298,1
59,soysauce,299,6
59,teaspoons,299,4
59,tom,297,2
59,watch,297,5
60,back,303,3
60,bandaged,305,1
60,bike,301,7
60,bob,305,0
60,doctor,305,9
60,fixed,301,8
60,forest,304,12
60,get,303,2
60,national,304,11
60,often,303,0
60,pine,304,2
60,placed,301,1
60,priority,301,3
60,put,303,7
60,redwoods,304,5
60,saw,304,1
60,sequoia,304,10
60,todd,301,0
60,top,301,2
60,trees,304,3
60,walk,304,8
60,wounds,305,3
61,around,306,5
61,barbed,309,7
61,big,307,4
61,charge,310,1
61,choosing,310,3
61,colorful,308,5
61,ducks,308,0
61,feathers,308,6
61,feet,308,3
61,goose,307,5
61,high,309,1
61,miles,306,7
61,prison,309,3
61,surrounded,309,5
61,webbed,308,2
61,wire,309,8
61,without,307,6
61,wound,306,4
62,child,311,2
62,fangs,313,7
62,frightened,311,1
62,patient,314,1
62,purple,315,7
62,recuperating,314,7
62,surgeon,314,4
63,bought,317,5
63,conditions,316,9
63,couldn't,316,2
63,hard,318,4
63,home,318,9
63,interpretation,319,3
63,lines,319,8
63,must,319,9
63,new,318,1
63,older,318,8
63,problem,319,6
63,splurged,317,3
63,suburbanites,318,2
63,two,319,7
63,verbalize,316,3
63,worked,318,3
64,appointed,321,3
64,buy,323,4
64,diane,323,0
64,dolphins,322,0
64,eyes,324,4
64,george,325,0
64,intelligent,322,2
64,lawyer,321,1
64,mammals,322,4
64,marine,322,3
64,may,323,1
64,moisture,324,1
64,movies,325,4
64,splurge,323,2
64,turquoise,323,6
64,watches,325,2
65,assume,327,1
65,break,326,3
65,damage,327,4
65,every,328,7
65,farmland,329,5
65,files,326,9
65,lost,329,8
65,may,326,2
65,moisture,327,2
65,part,330,12
65,save,326,7
65,ship's,327,6
65,soon,326,5
65,system,326,1
65,untimely,330,1
66,black,334,3
66,bob,335,0
66,costume,334,1
66,elegant,334,8
66,gloves,334,4
66,hours,331,10
66,papered,335,1
66,policy,332,5
66,removal,332,8
66,room,335,5
66,shoes,333,2
66,sold,333,4
66,waste,332,7
67,best,337,6
67,business,337,9
67,may,337,2
67,mergers,337,10
67,much,338,6
67,noise,336,1
67,right,337,0
67,time,337,7
68,always,342,1
68,become,341,3
68,charge,345,1
68,completely,341,4
68,driving,344,2
68,equal,341,5
68,food,342,9
68,garbage,345,5
68,garlic,342,6
68,gives,344,1
68,jim,343,3
68,jokes,342,2
68,lessons,344,3
68,may,341,1
68,men,341,7
68,much,342,5
68,near,343,4
68,never,341,2
68,pam,344,0
68,saw,343,2
68,women,341,0
69,broken,350,7
69,felt,350,2
69,gas,347,6
69,george,347,0
69,joyce,349,5
69,many,346,2
69,new,346,3
69,oriental,348,5
69,paranoid,347,2
69,please,349,0
69,rug,348,6
69,shampooed,348,3
69,shortage,347,7
69,shoulder,350,1
69,skirt,349,3
69,students,346,4
69,welcome,346,1
69,year,346,6
70,aches,353,3
70,barometric,353,6
70,big,354,3
70,church,351,1
70,countryside,354,8
70,giant,352,1
70,glistening,352,6
70,hand,353,2
70,house,354,4
70,pairs,355,4
70,picked,355,1
70,redwoods,352,2
70,right,353,1
70,shimmered,352,3
70,smiths,351,4
70,sun,352,7
70,whenever,353,4
71,across,357,4
71,began,360,2
71,bones,359,2
71,calcium,359,0
71,disappeared,357,8
71,field,357,6
71,fish,360,1
71,frantically,360,5
71,lake,360,12
71,leap,360,4
71,like,356,2
71,makes,359,1
71,mouse,357,2
71,names,358,3
71,scampered,357,3
71,small,360,11
71,surface,360,8
71,teeth,359,4
71,young,357,1
72,assume,362,1
72,box,363,6
72,burglar,362,3
72,drop,363,1
72,enter,362,6
72,ever,362,5
72,movies,361,5
72,notices,363,2
72,pie,365,3
72,rachel's,365,5
72,rhubarb,365,2
72,see,361,4
72,serve,365,1
72,sheila,361,2
72,suggestion,363,5
72,takes,361,1
72,talk,365,6
72,tim,361,0
72,twice,361,6
72,week,361,8
73,another,368,5
73,barb,367,0
73,big,367,7
73,big,369,8
73,blouses,366,7
73,bonfire,367,8
73,burned,367,1
73,consists,366,2
73,course,368,1
73,dance,370,1
73,gigantic,369,3
73,hat,369,10
73,irving's,369,7
73,laugh,370,0
73,leaves,367,4
73,next,369,5
73,paper,367,2
73,sandwich,368,7
73,sing,370,3
73,skirts,366,5
73,top,369,9
73,tunafish,368,6
73,wardrobe,366,1
73,wasp,369,4
74,butterscotch,373,0
74,change,371,8
74,cream,373,7
74,eating,372,0
74,enough,371,7
74,fudge,373,1
74,goes,373,2
74,ice,373,6
74,increases,372,3
74,irish,375,0
74,matched,374,4
74,miraculously,372,5
74,needlepoint,374,2
74,nightly,372,2
74,ride,371,1
74,scarf,374,3
74,skirt,374,6
74,spinach,372,1
74,strength,372,4
74,subway,371,3
74,swedish,374,1
74,vanilla,373,5
74,well,373,3
74,youngsters,375,1
75,abolish,380,5
75,born,378,7
75,calf,378,6
75,celebrates,378,3
75,cheating,380,6
75,first,378,5
75,first,380,4
75,garbage,376,2
75,huge,377,1
75,lodge,378,1
75,move,376,0
75,nearer,376,3
75,occurs,377,5
75,outage,377,3
75,power,377,2
75,rarely,377,4
75,teach,380,2
75,thinks,379,1
75,valley,378,0
75,values,380,3
75,yearly,378,2
76,cab,385,1
76,cash,382,4
76,chain,381,5
76,crooked,383,4
76,diminish,382,7
76,enough,384,3
76,every,385,0
76,finish,381,2
76,greasing,381,3
76,lightbulbs,382,1
76,movies,384,0
76,needs,385,2
76,never,384,1
76,nothing,382,9
76,often,385,4
76,repainting,385,3
76,smash,382,0
76,stems,383,5
76,sure,381,7
76,thoroughly,381,10
76,top,383,0
76,value,382,5
76,villains,384,4
76,wash,381,9
76,zinnias,383,1
77,bottom,387,8
77,canned,388,6
77,challenged,386,2
77,charmer,390,2
77,could,390,3
77,crab,386,1
77,fifth,389,1
77,jar,389,2
77,making,388,9
77,overweight,390,1
77,poison,390,5
77,purists,388,4
77,quick,386,6
77,slip,390,4
77,squeezed,387,5
77,stab,386,7
77,stew,388,10
77,tea,390,8
77,toothpaste,387,1
77,tube,387,2
77,use,388,5
77,vanquished,386,8
77,vegetables,388,7
78,aggressive,394,3
78,big,391,5
78,black,392,5
78,caused,395,2
78,club,393,4
78,cured,395,7
78,fawn,391,6
78,finds,391,3
78,flag,394,6
78,group,395,9
78,instead,392,7
78,invest,392,3
78,motorists,394,8
78,please,393,0
78,policeman,394,4
78,rich,392,1
78,shell,395,0
78,shock,395,1
78,shoes,392,10
78,shrapnel,395,4
78,sing,393,1
78,sometimes,395,6
78,stag,391,1
78,stylish,392,9
78,surely,391,2
78,theme,393,5
78,therapy,395,10
78,thoughtless,394,7
78,used,394,1
78,zircons,392,6
79,advertising,396,1
79,board,400,8
79,camp,399,7
79,changes,396,8
79,clamshell,399,4
79,early,398,6
79,evening,398,7
79,found,399,2
79,gab,397,6
79,habit,397,7
79,housewives,397,1
79,large,400,3
79,lone,398,1
79,near,399,5
79,never,396,7
79,often,397,2
79,plymouth,396,4
79,shone,398,3
79,site,399,8
79,sky,398,8
79,star,398,2
79,store,396,6
79,suburban,397,0
79,suffer,397,3
79,thing,400,4
79,toddler,399,1
79,variety,396,5
79,verse,396,2
80,add,402,1
80,cheese,402,6
80,clamp,401,4
80,data,405,4
80,difficult,403,3
80,dinner,404,9
80,first,402,0
80,fresh,404,5
80,gifts,403,1
80,ignored,405,1
80,larger,401,3
80,lemon,404,6
80,milk,402,2
80,points,405,5
80,problem,401,7
80,ralph,404,0
80,roy,405,0
80,sauce,404,7
80,shredded,402,5
80,spherical,403,0
80,spurious,405,3
80,thinks,401,1
80,thomas,401,0
80,wrap,403,5
81,chemicals,407,5
81,cutlery,410,1
81,developing,407,1
81,disease,406,10
81,elm,406,2
81,elm,406,9
81,film,407,2
81,flimsy,410,5
81,forest,406,3
81,many,407,3
81,nearly,406,5
81,often,410,3
81,overwhelmed,406,6
81,safe,408,3
81,seesaw,408,2
81,stole,409,2
81,thick,406,1
81,thieves,409,1
81,toxic,407,4
81,used,407,7
82,away,414,8
82,beg,413,0
82,calico,414,2
82,cat,414,3
82,early,412,4
82,every,412,5
82,gallon,413,5
82,get,414,0
82,guard,413,2
82,keep,414,5
82,morning,412,6
82,musicians,411,1
82,petrol,413,7
82,pop,415,4
82,rabbits,412,2
82,rise,412,3
82,singer,415,5
82,tina,415,0
82,turner,415,1
82,young,412,1
83,appetizers,417,3
83,caught,416,3
83,cheque,420,5
83,classical,418,1
83,dislikes,417,2
83,eat,419,2
83,illegal,420,1
83,lunch,419,3
83,mum,417,0
83,pickpocket,416,1
83,postdate,420,3
83,redhanded,416,4
83,repertoire,418,2
83,strongly,417,1
83,yesterday,419,4
84,colourful,421,4
84,costumes,421,1
84,found,423,6
84,fructose,423,2
84,fruit,423,8
84,glucose,423,0
84,hispanic,421,0
84,live,424,2
84,natural,423,4
84,people,424,1
84,quite,421,3
84,sugars,423,5
84,treat,422,6
84,youngsters,422,0
