file,text,xmin,xmax,sentence,word_in_sentence
3,all,12.52,12.75,19,1
3,else,12.75,13.0,19,2
3,fails,13.0,13.45,19,3
3,use,13.45,13.75,19,4
3,force,13.75,14.24,19,5
3,although,15.85,16.15,20,0
3,always,16.15,16.59,20,1
3,alone,16.59,17.13,20,2
3,we,17.13,17.24,20,3
3,survive,17.24,17.99,20,4
4,only,1.19,1.48,21,0
4,lawyers,1.48,1.97,21,1
4,love,1.97,2.17,21,2
4,millionaires,2.17,2.96,21,3
4,did,4.71,4.91,22,0
4,dad,4.91,5.19,22,1
4,do,5.19,5.42,22,2
4,academic,5.42,6.03,22,3
4,bidding,6.03,6.49,22,4
4,help,8.29,8.51,23,0
4,greg,8.51,8.81,23,1
4,to,8.81,8.95,23,2
4,pick,8.95,9.21,23,3
4,a,9.21,9.25,23,4
4,peck,9.25,9.53,23,5
4,of,9.53,9.67,23,6
4,potatoes,9.67,10.46,23,7
4,a,12.09,12.16,24,0
4,good,12.16,12.38,24,1
4,attitude,12.38,12.98,24,2
4,is,12.98,13.14,24,3
4,unbeatable,13.14,13.92,24,4
4,coconut,15.55,16.02,25,0
4,cream,16.02,16.35,25,1
4,pie,16.35,16.66,25,2
4,makes,16.66,16.93,25,3
4,a,16.93,16.98,25,4
4,nice,16.98,17.22,25,5
4,dessert,17.22,17.73,25,6
5,don't,1.14,1.39,26,0
5,do,1.39,1.6,26,1
5,charlie's,1.6,2.12,26,2
5,dirty,2.12,2.42,26,3
5,dishes,2.42,3.06,26,4
5,help,4.61,4.83,27,0
5,celebrate,4.83,5.35,27,1
5,your,5.35,5.46,27,2
5,brother's,5.46,5.86,27,3
5,success,5.86,6.62,27,4
5,the,8.82,8.96,28,0
5,only,8.96,9.41,28,1
5,only,9.53,9.85,28,2
5,the,9.85,10.14,28,3
5,most,10.35,10.68,28,4
5,accomplished,10.68,11.29,28,5
5,artists,11.29,11.71,28,6
5,obtain,11.71,12.09,28,7
5,popularity,12.09,12.88,28,8
5,critical,14.4,14.82,29,0
5,equipment,14.82,15.32,29,1
5,needs,15.32,15.59,29,2
5,proper,15.59,15.98,29,3
5,maintenance,15.98,16.73,29,4
5,young,18.78,19.01,30,0
5,people,19.01,19.33,30,1
5,participate,19.33,20.14,30,2
5,in,20.14,20.26,30,3
5,athletic,20.26,20.77,30,4
5,activities,20.77,21.56,30,5
6,barb's,1.16,1.5,31,0
6,gold,1.5,1.8,31,1
6,bracelet,1.8,2.28,31,2
6,was,2.28,2.5,31,3
6,a,2.5,2.55,31,4
6,graduation,2.55,3.24,31,5
6,present,3.24,3.68,31,6
6,stimulating,5.83,6.47,32,0
6,discussions,6.47,7.23,32,1
6,keep,7.61,7.98,32,2
6,students,8.01,8.49,32,3
6,attention,8.49,9.05,32,4
6,etiquette,11.0,11.35,33,0
6,mandates,11.35,11.88,33,1
6,compliance,11.88,12.52,33,2
6,with,12.52,12.66,33,3
6,existing,12.66,13.17,33,4
6,regulations,13.17,14.06,33,5
6,biblical,16.35,16.82,34,0
6,scholars,16.82,17.39,34,1
6,argue,17.39,17.77,34,2
6,history,17.77,18.35,34,3
6,elderly,20.55,20.97,35,0
6,people,20.97,21.33,35,1
6,are,21.33,21.45,35,2
6,often,21.45,21.78,35,3
6,excluded,21.78,22.39,35,4
7,basketball,1.28,1.88,36,0
7,can,1.88,2.09,36,1
7,be,2.09,2.27,36,2
7,an,2.27,2.39,36,3
7,entertaining,2.39,3.0,36,4
7,sport,3.0,3.47,36,5
7,addition,5.41,5.82,37,0
7,and,5.82,5.95,37,1
7,subtraction,5.95,6.6,37,2
7,are,6.6,6.74,37,3
7,learned,6.74,7.15,37,4
7,skills,7.15,7.83,37,5
7,grandmother,10.01,10.57,38,0
7,outgrew,10.57,11.05,38,1
7,her,11.05,11.22,38,2
7,upbringing,11.25,11.76,38,3
7,in,11.76,11.89,38,4
7,petticoats,11.89,12.7,38,5
7,at,15.27,15.43,39,0
7,twilight,15.43,16.04,39,1
7,on,16.04,16.16,39,2
7,the,16.16,16.23,39,3
7,twelfth,16.23,16.65,39,4
7,day,16.65,16.94,39,5
7,we'll,16.94,17.18,39,6
7,have,17.18,17.35,39,7
7,chablis,17.35,17.95,39,8
7,catastrophic,20.45,21.2,40,0
7,economic,21.2,21.86,40,1
7,cutbacks,21.89,22.45,40,2
7,neglect,22.48,22.93,40,3
7,the,22.93,22.98,40,4
7,poor,22.98,23.53,40,5
8,ambidextrous,1.14,1.92,41,0
8,pickpockets,1.92,2.61,41,1
8,accomplish,2.61,3.12,41,2
8,more,3.12,3.49,41,3
8,even,5.55,5.79,42,0
8,a,5.79,5.87,42,1
8,simple,5.87,6.2,42,2
8,vocabulary,6.2,6.99,42,3
8,contains,6.99,7.49,42,4
8,symbols,7.49,8.14,42,5
8,the,10.05,10.12,43,0
8,eastern,10.12,10.6,43,1
8,coast,10.6,11.02,43,2
8,is,11.02,11.12,43,3
8,a,11.12,11.16,43,4
8,place,11.16,11.49,43,5
8,for,11.49,11.63,43,6
8,pure,11.63,11.9,43,7
8,pleasure,11.9,12.41,43,8
8,and,12.41,12.54,43,9
8,excitement,12.54,13.12,43,10
8,the,16.07,16.15,44,0
8,lack,16.15,16.39,44,1
8,of,16.39,16.57,44,2
8,heat,16.57,16.78,44,3
8,compounded,16.78,17.47,44,4
8,the,17.47,17.54,44,5
8,tenant's,17.54,17.96,44,6
8,grievances,17.96,18.77,44,7
8,academic,21.42,21.95,45,0
8,aptitude,21.95,22.58,45,1
8,guarantees,22.58,23.24,45,2
8,your,23.24,23.35,45,3
8,diploma,23.35,23.91,45,4
9,the,1.28,1.33,46,0
9,prowler,1.33,1.82,46,1
9,wore,1.82,2.07,46,2
9,a,2.07,2.12,46,3
9,ski,2.12,2.41,46,4
9,mask,2.41,2.77,46,5
9,for,2.77,2.99,46,6
9,a,2.99,3.04,46,7
9,disguise,3.04,3.84,46,8
9,we,5.84,5.97,47,0
9,experience,5.97,6.68,47,1
9,distress,6.68,7.28,47,2
9,and,7.28,7.4,47,3
9,frustration,7.4,8.04,47,4
9,obtaining,8.04,8.56,47,5
9,our,8.56,8.66,47,6
9,degrees,8.66,9.35,47,7
9,the,11.62,11.68,48,0
9,singer's,11.68,12.16,48,1
9,finger,12.16,12.57,48,2
9,had,12.57,12.74,48,3
9,a,12.74,12.8,48,4
9,splinter,12.8,13.5,48,5
9,the,15.49,15.54,49,0
9,legislature,15.54,16.35,49,1
9,met,16.35,16.68,49,2
9,to,16.68,16.8,49,3
9,judge,16.8,17.24,49,4
9,the,17.24,17.31,49,5
9,state,17.31,17.67,49,6
9,of,17.67,17.79,49,7
9,public,17.79,18.11,49,8
9,education,18.11,18.82,49,9
9,chocolate,21.51,22.05,50,0
9,and,22.1,22.32,50,1
9,roses,22.32,22.76,50,2
9,never,22.76,23.05,50,3
9,fail,23.05,23.41,50,4
9,as,23.41,23.56,50,5
9,a,23.56,23.61,50,6
9,romantic,23.61,24.17,50,7
9,gift,24.17,24.63,50,8
10,any,1.17,1.36,51,0
10,contributions,1.36,2.19,51,1
10,will,2.19,2.38,51,2
10,be,2.38,2.52,51,3
10,greatly,2.52,2.93,51,4
10,appreciated,2.93,3.75,51,5
10,continental,5.85,6.47,52,0
10,drift,6.47,6.85,52,1
10,is,6.85,6.96,52,2
10,a,6.96,7.04,52,3
10,geological,7.04,7.76,52,4
10,theory,7.76,8.28,52,5
10,regular,10.27,10.71,53,0
10,attendance,10.71,11.33,53,1
10,is,11.33,11.4,53,2
10,seldom,11.4,11.87,53,3
10,required,11.87,12.49,53,4
10,challenge,14.8,15.22,54,0
10,each,15.22,15.48,54,1
10,general's,15.48,16.02,54,2
10,intelligence,16.02,16.9,54,3
10,we,18.74,18.86,55,0
10,got,18.86,19.09,55,1
10,drenched,19.09,19.57,55,2
10,from,19.57,19.73,55,3
10,the,19.73,19.83,55,4
10,uninterrupted,19.83,20.73,55,5
10,rain,20.73,21.16,55,6
11,last,1.21,1.55,56,0
11,year's,1.55,1.79,56,1
11,gas,1.79,2.09,56,2
11,shortage,2.09,2.63,56,3
11,caused,2.63,3.02,56,4
11,steep,3.02,3.39,56,5
11,price,3.39,3.72,56,6
11,increases,3.72,4.52,56,7
11,upgrade,6.64,7.11,57,0
11,your,7.11,7.22,57,1
11,status,7.22,7.78,57,2
11,to,7.78,7.89,57,3
11,reflect,7.89,8.33,57,4
11,your,8.33,8.45,57,5
11,wealth,8.45,8.94,57,6
11,eat,11.37,11.53,58,0
11,your,11.53,11.71,58,1
11,raisins,11.71,12.17,58,2
11,outdoors,12.17,12.8,58,3
11,on,12.8,12.91,58,4
11,the,12.91,12.96,58,5
11,porch,12.96,13.35,58,6
11,steps,13.35,13.93,58,7
11,porcupines,16.06,16.79,59,0
11,resemble,16.79,17.24,59,1
11,sea,17.24,17.51,59,2
11,urchins,17.51,18.14,59,3
11,spring,19.89,20.3,60,0
11,street,20.3,20.69,60,1
11,is,20.69,20.79,60,2
11,straight,20.79,21.13,60,3
11,ahead,21.13,21.53,60,4
12,cliff's,1.15,1.47,61,0
12,display,1.47,1.98,61,1
12,was,1.98,2.2,61,2
12,misplaced,2.2,2.86,61,3
12,on,2.86,2.99,61,4
12,the,2.99,3.05,61,5
12,screen,3.05,3.58,61,6
12,an,6.05,6.15,62,0
12,official,6.15,6.55,62,1
12,deadline,6.55,7.04,62,2
12,cannot,7.04,7.45,62,3
12,be,7.45,7.57,62,4
12,postponed,7.57,8.31,62,5
12,fill,10.48,10.73,63,0
12,that,10.73,10.94,63,1
12,canteen,10.94,11.52,63,2
12,with,11.52,11.65,63,3
12,fresh,11.65,11.96,63,4
12,spring,11.96,12.29,63,5
12,water,12.29,12.73,63,6
12,gently,15.47,15.81,64,0
12,place,15.81,16.13,64,1
12,jim's,16.13,16.5,64,2
12,foam,16.5,16.8,64,3
12,sculpture,16.8,17.34,64,4
12,in,17.34,17.46,64,5
12,the,17.46,17.52,64,6
12,box,17.52,18.09,64,7
12,bagpipes,19.86,20.42,65,0
12,and,20.42,20.55,65,1
12,bongos,20.55,21.07,65,2
12,are,21.07,21.14,65,3
12,musical,21.14,21.57,65,4
12,instruments,21.57,22.35,65,5
13,doctors,0.93,1.35,66,0
13,prescribe,1.35,1.94,66,1
13,drugs,1.94,2.32,66,2
13,too,2.32,2.52,66,3
13,freely,2.52,3.09,66,4
13,will,5.17,5.27,67,0
13,you,5.27,5.41,67,1
13,please,5.41,5.77,67,2
13,describe,5.77,6.31,67,3
13,the,6.31,6.4,67,4
13,idiotic,6.4,7.03,67,5
13,predicament,7.03,7.59,67,6
13,it's,10.06,10.19,68,0
13,impossible,10.19,10.79,68,1
13,to,10.79,10.91,68,2
13,deal,10.91,11.21,68,3
13,with,11.21,11.37,68,4
13,bureaucracy,11.37,12.18,68,5
13,good,14.47,14.63,69,0
13,service,14.63,15.1,69,1
13,should,15.1,15.3,69,2
13,be,15.3,15.39,69,3
13,rewarded,15.39,15.95,69,4
13,by,15.95,16.09,69,5
13,big,16.09,16.43,69,6
13,tips,16.43,16.96,69,7
13,my,19.77,19.94,70,0
13,instructions,19.94,20.57,70,1
13,desperately,20.57,21.13,70,2
13,need,21.13,21.35,70,3
13,updating,21.35,21.97,70,4
14,cooperation,0.83,1.62,71,0
14,along,1.62,2.23,71,1
14,with,2.53,2.71,71,2
14,understanding,2.71,3.73,71,3
14,alleviate,3.86,4.47,71,4
14,dispute,4.47,4.99,71,5
14,cement,6.7,7.13,72,0
14,is,7.13,7.26,72,1
14,measured,7.26,7.63,72,2
14,in,7.63,7.75,72,3
14,cubic,7.75,8.14,72,4
14,yards,8.14,8.77,72,5
14,primitive,10.26,10.68,73,0
14,tribes,10.68,11.21,73,1
14,have,11.21,11.33,73,2
14,an,11.33,11.52,73,3
14,upbeat,11.66,11.89,73,4
14,attitude,11.89,12.51,73,5
14,flying,14.62,14.99,74,0
14,standby,14.99,15.51,74,1
14,can,15.51,15.68,74,2
14,be,15.68,15.77,74,3
14,practical,15.77,16.37,74,4
14,if,16.37,16.51,74,5
14,you,16.51,16.6,74,6
14,want,16.6,16.8,74,7
14,to,16.8,16.88,74,8
14,save,16.88,17.18,74,9
14,money,17.18,17.53,74,10
14,it's,20.33,20.52,75,0
14,hard,20.52,20.69,75,1
14,to,20.69,20.78,75,2
14,tell,20.78,21.31,75,3
14,an,21.31,21.38,75,4
14,original,21.38,21.95,75,5
14,from,21.95,22.18,75,6
14,a,22.18,22.22,75,7
14,forgery,22.22,22.85,75,8
15,the,1.25,1.31,76,0
15,thinker,1.31,1.82,76,1
15,is,1.82,1.92,76,2
15,a,1.92,1.96,76,3
15,famous,1.96,2.36,76,4
15,sculpture,2.36,3.0,76,5
15,the,5.37,5.45,77,0
15,misprint,5.45,5.93,77,1
15,provoked,5.93,6.39,77,2
15,an,6.39,6.49,77,3
15,immediate,6.49,6.99,77,4
15,disclaimer,6.99,7.65,77,5
15,a,9.78,9.84,78,0
15,large,9.84,10.17,78,1
15,household,10.17,10.69,78,2
15,needs,10.69,11.06,78,3
15,lots,11.06,11.37,78,4
15,of,11.37,11.49,78,5
15,appliances,11.49,12.32,78,6
15,cut,14.55,14.76,79,0
15,a,14.79,14.87,79,1
15,small,14.87,15.19,79,2
15,corner,15.19,15.61,79,3
15,off,15.61,15.86,79,4
15,each,15.86,16.06,79,5
15,edge,16.06,16.54,79,6
15,iguanas,18.16,18.73,80,0
15,and,18.73,18.85,80,1
15,alligators,18.85,19.55,80,2
15,are,19.55,19.68,80,3
15,tropical,19.68,20.2,80,4
15,reptiles,20.2,20.96,80,5
16,masquerade,1.19,1.83,81,0
16,parties,1.83,2.25,81,1
16,tax,2.25,2.64,81,2
16,one's,2.64,2.97,81,3
16,imagination,2.97,3.82,81,4
16,penguins,5.32,5.8,82,0
16,lee,5.8,6.17,82,1
16,live,6.2,6.57,82,2
16,near,6.57,6.78,82,3
16,the,6.78,6.99,82,4
16,icy,7.03,7.39,82,5
16,antarctic,7.39,8.12,82,6
16,guess,9.68,9.95,83,0
16,the,9.95,10.01,83,1
16,question,10.01,10.46,83,2
16,from,10.46,10.67,83,3
16,the,10.67,10.79,83,4
16,answer,10.79,11.27,83,5
16,medieval,13.33,13.79,84,0
16,society,13.79,14.48,84,1
16,was,14.48,14.67,84,2
16,based,14.67,15.0,84,3
16,on,15.0,15.14,84,4
16,hierarchies,15.14,16.03,84,5
16,project,18.03,18.49,85,0
16,development,18.49,19.02,85,1
16,was,19.02,19.19,85,2
16,proceeding,19.19,19.76,85,3
16,too,19.76,19.95,85,4
16,slowly,19.95,20.45,85,5
17,kindergarten,1.1,1.71,86,0
17,children,1.71,2.2,86,1
17,decorate,2.2,2.72,86,2
17,their,2.72,2.85,86,3
17,classrooms,2.85,3.5,86,4
17,for,3.5,3.67,86,5
17,all,3.67,3.92,86,6
17,holidays,3.92,4.67,86,7
17,special,7.52,7.94,87,0
17,task,7.94,8.33,87,1
17,forces,8.33,8.86,87,2
17,rescue,8.86,9.29,87,3
17,hostages,9.29,9.9,87,4
17,from,9.9,10.11,87,5
17,kidnappers,10.11,10.95,87,6
17,call,12.94,13.18,88,0
17,an,13.18,13.31,88,1
17,ambulance,13.31,13.85,88,2
17,for,13.85,14.04,88,3
17,medical,14.04,14.45,88,4
17,assistance,14.45,15.24,88,5
17,he,17.3,17.43,89,0
17,stole,17.43,17.8,89,1
17,a,17.8,17.85,89,2
17,dime,17.85,18.24,89,3
17,from,18.24,18.43,89,4
17,a,18.43,18.49,89,5
17,beggar,18.49,18.98,89,6
17,you,20.9,21.01,90,0
17,must,21.01,21.26,90,1
17,explicitly,21.26,21.95,90,2
17,delete,21.95,22.38,90,3
17,files,22.38,23.03,90,4
18,a,1.15,1.19,91,0
18,huge,1.19,1.55,91,1
18,tapestry,1.55,2.18,91,2
18,hung,2.18,2.43,91,3
18,in,2.43,2.54,91,4
18,her,2.54,2.75,91,5
18,hallway,2.75,3.28,91,6
18,birthday,5.18,5.55,92,0
18,parties,5.55,6.08,92,1
18,have,6.08,6.18,92,2
18,cupcakes,6.18,6.82,92,3
18,and,6.82,6.93,92,4
18,ice,6.93,7.13,92,5
18,cream,7.13,7.56,92,6
18,his,9.88,10.08,93,0
18,scalp,10.08,10.45,93,1
18,was,10.45,10.61,93,2
18,blistered,10.61,11.11,93,3
18,from,11.11,11.3,93,4
18,today's,11.3,11.74,93,5
18,hot,11.74,11.97,93,6
18,sun,11.97,12.41,93,7
18,she,15.07,15.25,94,0
18,slipped,15.25,15.71,94,1
18,and,15.71,15.86,94,2
18,sprained,15.86,16.37,94,3
18,her,16.37,16.47,94,4
18,ankle,16.47,16.86,94,5
18,on,16.86,17.03,94,6
18,the,17.03,17.09,94,7
18,steep,17.09,17.48,94,8
18,slope,17.48,17.86,94,9
18,the,20.3,20.37,95,0
18,best,20.37,20.68,95,1
18,way,20.68,20.84,95,2
18,to,20.84,21.01,95,3
18,learn,21.01,21.34,95,4
18,is,21.34,21.44,95,5
18,to,21.44,21.56,95,6
18,solve,21.56,21.88,95,7
18,extra,21.91,22.22,95,8
18,problems,22.22,22.93,95,9
19,his,0.99,1.18,96,0
19,sudden,1.18,1.49,96,1
19,departure,1.49,2.05,96,2
19,shocked,2.05,2.5,96,3
19,the,2.5,2.56,96,4
19,cast,2.56,3.19,96,5
19,tugboats,4.98,5.58,97,0
19,are,5.58,5.7,97,1
19,capable,5.7,6.23,97,2
19,of,6.23,6.34,97,3
19,hauling,6.34,6.72,97,4
19,huge,6.72,7.13,97,5
19,loads,7.13,7.72,97,6
19,a,9.53,9.59,98,0
19,muscular,9.59,10.12,98,1
19,abdomen,10.12,10.68,98,2
19,is,10.68,10.82,98,3
19,good,10.82,11.03,98,4
19,for,11.03,11.2,98,5
19,your,11.2,11.3,98,6
19,back,11.3,11.78,98,7
19,the,13.91,13.97,99,0
19,cartoon,13.97,14.58,99,1
19,features,14.58,15.12,99,2
19,a,15.12,15.21,99,3
19,muskrat,15.21,15.79,99,4
19,and,15.79,15.92,99,5
19,a,15.92,15.97,99,6
19,tadpole,15.97,16.73,99,7
19,the,18.93,19.05,100,0
19,emblem,19.05,19.44,100,1
19,depicts,19.44,19.89,100,2
19,the,19.89,20.0,100,3
19,acropolis,20.0,20.64,100,4
19,all,20.64,20.97,100,5
19,aglow,20.97,21.5,100,6
20,clasp,1.14,1.59,101,0
20,the,1.59,1.67,101,1
20,screw,1.67,2.04,101,2
20,in,2.04,2.14,101,3
20,your,2.14,2.28,101,4
20,left,2.28,2.61,101,5
20,hand,2.61,3.01,101,6
20,the,4.55,4.61,102,0
20,mango,4.61,5.09,102,1
20,and,5.09,5.21,102,2
20,the,5.21,5.26,102,3
20,papaya,5.26,5.78,102,4
20,are,5.78,6.06,102,5
20,in,6.06,6.19,102,6
20,the,6.19,6.24,102,7
20,bowl,6.24,6.65,102,8
20,combine,8.85,9.32,103,0
20,all,9.32,9.49,103,1
20,the,9.49,9.67,103,2
20,ingredients,9.67,10.45,103,3
20,in,10.49,10.59,103,4
20,a,10.59,10.66,103,5
20,large,10.66,11.05,103,6
20,bowl,11.05,11.48,103,7
20,the,13.85,13.91,104,0
20,misquote,13.91,14.38,104,1
20,was,14.38,14.57,104,2
20,retracted,14.57,15.16,104,3
20,with,15.16,15.34,104,4
20,an,15.34,15.42,104,5
20,apology,15.42,16.13,104,6
20,the,18.14,18.2,105,0
20,coyote,18.2,18.75,105,1
20,bobcat,18.75,19.38,105,2
20,and,19.38,19.56,105,3
20,hyena,19.56,19.97,105,4
20,are,19.97,20.25,105,5
20,all,20.25,20.63,105,6
20,wild,20.74,21.13,105,7
20,animals,21.13,21.81,105,8
21,trespassing,1.09,1.83,106,0
21,is,1.83,1.99,106,1
21,forbidden,1.99,2.54,106,2
21,and,2.54,2.71,106,3
21,subject,2.71,3.13,106,4
21,to,3.13,3.21,106,5
21,penalty,3.21,3.73,106,6
21,encyclopedias,5.99,6.82,107,0
21,seldom,6.82,7.23,107,1
21,present,7.23,7.69,107,2
21,anecdotal,7.69,8.28,107,3
21,evidence,8.28,8.95,107,4
21,a,10.89,10.95,108,0
21,screwdriver,10.95,11.7,108,1
21,is,11.7,11.82,108,2
21,made,11.82,12.06,108,3
21,from,12.06,12.24,108,4
21,vodka,12.24,12.67,108,5
21,and,12.67,12.83,108,6
21,orange,12.83,13.17,108,7
21,juice,13.17,13.7,108,8
21,objects,16.03,16.6,109,0
21,made,16.6,16.82,109,1
21,of,16.82,16.96,109,2
21,pewter,16.96,17.34,109,3
21,are,17.34,17.45,109,4
21,beautiful,17.45,18.04,109,5
21,westchester,20.31,20.95,110,0
21,is,20.95,21.09,110,1
21,a,21.09,21.13,110,2
21,county,21.13,21.53,110,3
21,in,21.53,21.65,110,4
21,new,21.65,21.74,110,5
21,york,21.74,22.19,110,6
22,artificial,0.86,1.43,111,0
22,intelligence,1.43,2.1,111,1
22,is,2.1,2.25,111,2
22,for,2.25,2.44,111,3
22,real,2.44,2.87,111,4
22,the,5.19,5.33,112,0
22,emperor,5.33,5.74,112,1
22,had,5.74,5.91,112,2
22,a,5.91,5.97,112,3
22,mean,5.97,6.29,112,4
22,temper,6.29,6.82,112,5
22,lots,8.71,8.98,113,0
22,of,8.98,9.07,113,1
22,foreign,9.07,9.45,113,2
22,movies,9.45,9.85,113,3
22,have,9.85,10.03,113,4
22,subtitles,10.03,10.81,113,5
22,angora,12.58,13.11,114,0
22,cats,13.11,13.54,114,1
22,are,13.54,13.66,114,2
22,furrier,13.66,14.23,114,3
22,than,14.23,14.39,114,4
22,siamese,14.39,15.13,114,5
22,he,16.72,16.92,115,0
22,ate,16.92,17.22,115,1
22,four,17.22,17.62,115,2
22,extra,17.62,18.04,115,3
22,eggs,18.04,18.36,115,4
22,for,18.36,18.48,115,5
22,breakfast,18.48,19.19,115,6
23,we,1.24,1.37,116,0
23,plan,1.37,1.74,116,1
23,to,1.74,1.87,116,2
23,build,1.87,2.27,116,3
23,a,2.27,2.33,116,4
23,new,2.33,2.52,116,5
23,beverage,2.52,3.03,116,6
23,plant,3.03,3.47,116,7
23,publicity,5.17,5.77,117,0
23,and,5.77,5.94,117,1
23,notoriety,5.94,6.66,117,2
23,go,6.66,6.88,117,3
23,hand,6.88,7.18,117,4
23,in,7.18,7.39,117,5
23,hand,7.39,7.76,117,6
23,pizzerias,9.69,10.35,118,0
23,are,10.35,10.44,118,1
23,convenient,10.44,11.02,118,2
23,for,11.02,11.19,118,3
23,a,11.19,11.24,118,4
23,quick,11.24,11.52,118,5
23,lunch,11.52,11.96,118,6
23,december,14.1,14.57,119,0
23,and,14.57,14.75,119,1
23,january,14.75,15.31,119,2
23,are,15.31,15.41,119,3
23,nice,15.41,15.75,119,4
23,months,15.75,16.1,119,5
23,to,16.1,16.19,119,6
23,spend,16.19,16.5,119,7
23,in,16.5,16.62,119,8
23,miami,16.62,17.18,119,9
23,technical,19.74,20.19,120,0
23,writers,20.19,20.62,120,1
23,can,20.62,20.77,120,2
23,abbreviate,20.77,21.38,120,3
23,in,21.38,21.54,120,4
23,bibliographies,21.54,22.53,120,5
24,scientific,1.22,1.89,121,0
24,progress,1.89,2.39,121,1
24,comes,2.39,2.67,121,2
24,from,2.67,2.92,121,3
24,the,2.92,2.97,121,4
24,development,2.97,3.58,121,5
24,of,3.58,3.73,121,6
24,new,3.73,3.87,121,7
24,techniques,3.87,4.66,121,8
24,the,7.63,7.68,122,0
24,clumsy,7.68,8.13,122,1
24,customer,8.13,8.63,122,2
24,spilled,8.63,9.03,122,3
24,some,9.03,9.19,122,4
24,expensive,9.19,9.78,122,5
24,perfume,9.78,10.36,122,6
24,the,13.18,13.23,123,0
24,bungalow,13.23,13.77,123,1
24,was,13.77,13.94,123,2
24,pleasantly,13.94,14.39,123,3
24,situated,14.39,15.05,123,4
