file,text,sentence,word_in_sentence
9,a,46,3
9,a,48,4
9,a,50,6
9,and,47,3
9,and,50,1
9,as,50,5
9,chocolate,50,0
9,degrees,47,7
9,distress,47,2
9,experience,47,1
9,fail,50,4
9,finger,48,2
9,for,46,6
9,frustration,47,4
9,gift,50,8
9,had,48,3
9,mask,46,5
9,never,50,3
9,obtaining,47,5
9,our,47,6
9,prowler,46,1
9,romantic,50,7
9,roses,50,2
9,singer's,48,1
9,ski,46,4
9,splinter,48,5
9,the,46,0
9,the,48,0
9,the,49,0
9,we,47,0
9,wore,46,2
10,a,52,3
10,any,51,0
10,appreciated,51,5
10,attendance,53,1
10,challenge,54,0
10,continental,52,0
10,contributions,51,1
10,drenched,55,2
10,drift,52,1
10,each,54,1
10,from,55,3
10,general's,54,2
10,geological,52,4
10,got,55,1
10,greatly,51,4
10,intelligence,54,3
10,is,52,2
10,is,53,2
10,rain,55,6
10,required,53,4
10,seldom,53,3
10,the,55,4
10,theory,52,5
10,we,55,0
10,will,51,2
11,ahead,60,4
11,caused,56,4
11,eat,58,0
11,gas,56,2
11,is,60,2
11,last,56,0
11,on,58,4
11,outdoors,58,3
11,porch,58,6
11,porcupines,59,0
11,price,56,6
11,raisins,58,2
11,reflect,57,4
11,resemble,59,1
11,sea,59,2
11,shortage,56,3
11,status,57,2
11,steep,56,5
11,steps,58,7
11,straight,60,3
11,street,60,1
11,the,58,5
11,to,57,3
11,wealth,57,6
11,year's,56,1
11,your,57,1
11,your,57,5
11,your,58,1
12,an,62,0
12,and,65,1
12,are,65,3
12,bongos,65,2
12,box,64,7
12,canteen,63,2
12,cliff's,61,0
12,display,61,1
12,fill,63,0
12,foam,64,3
12,fresh,63,4
12,gently,64,0
12,instruments,65,5
12,jim's,64,2
12,misplaced,61,3
12,musical,65,4
12,on,61,4
12,place,64,1
12,sculpture,64,4
12,spring,63,5
12,that,63,1
12,the,61,5
12,the,64,6
12,was,61,2
12,water,63,6
12,with,63,3
13,be,69,3
13,deal,68,3
13,describe,67,3
13,desperately,70,2
13,doctors,66,0
13,drugs,66,2
13,freely,66,4
13,good,69,0
13,idiotic,67,5
13,impossible,68,1
13,it's,68,0
13,my,70,0
13,please,67,2
13,predicament,67,6
13,prescribe,66,1
13,rewarded,69,4
13,service,69,1
13,should,69,2
13,the,67,4
13,to,68,2
13,too,66,3
13,updating,70,4
13,will,67,0
13,with,68,4
13,you,67,1
14,alleviate,71,4
14,an,73,3
14,an,75,4
14,attitude,73,5
14,be,74,3
14,can,74,2
14,cement,72,0
14,cooperation,71,0
14,cubic,72,4
14,dispute,71,5
14,flying,74,0
14,hard,75,1
14,have,73,2
14,if,74,5
14,is,72,1
14,it's,75,0
14,measured,72,2
14,money,74,10
14,practical,74,4
14,primitive,73,0
14,save,74,9
14,standby,74,1
14,tell,75,3
14,to,74,8
14,to,75,2
14,tribes,73,1
14,understanding,71,3
14,upbeat,73,4
14,want,74,7
14,with,71,2
14,yards,72,5
14,you,74,6
15,a,76,3
15,a,78,0
15,a,79,1
15,an,77,3
15,and,80,1
15,appliances,78,6
15,are,80,3
15,corner,79,3
15,cut,79,0
15,each,79,5
15,edge,79,6
15,famous,76,4
15,household,78,2
15,iguanas,80,0
15,is,76,2
15,large,78,1
15,lots,78,4
15,misprint,77,1
15,needs,78,3
15,of,78,5
15,off,79,4
15,provoked,77,2
15,reptiles,80,5
15,sculpture,76,5
15,small,79,2
15,the,76,0
15,the,77,0
15,thinker,76,1
15,tropical,80,4
16,answer,83,5
16,based,84,3
16,from,83,3
16,guess,83,0
16,hierarchies,84,5
16,imagination,81,4
16,masquerade,81,0
16,medieval,84,0
16,on,84,4
16,one's,81,3
16,parties,81,1
16,proceeding,85,3
16,project,85,0
16,question,83,2
16,slowly,85,5
16,society,84,1
16,tax,81,2
16,the,83,1
16,the,83,4
16,too,85,4
16,was,84,2
16,was,85,2
17,a,89,2
17,a,89,5
17,ambulance,88,2
17,an,88,1
17,beggar,89,6
17,call,88,0
17,children,86,1
17,delete,90,3
17,dime,89,3
17,explicitly,90,2
17,files,90,4
17,for,86,5
17,for,88,3
17,forces,87,2
17,from,89,4
17,he,89,0
17,hostages,87,4
17,kidnappers,87,6
17,must,90,1
17,rescue,87,3
17,special,87,0
17,stole,89,1
17,task,87,1
17,you,90,0
18,a,91,0
18,and,92,4
18,and,94,2
18,ankle,94,5
18,best,95,1
18,birthday,92,0
18,blistered,93,3
18,cream,92,6
18,cupcakes,92,3
18,extra,95,8
18,from,93,4
18,hallway,91,6
18,have,92,2
18,her,91,5
18,her,94,4
18,his,93,0
18,hot,93,6
18,huge,91,1
18,ice,92,5
18,in,91,4
18,is,95,5
18,learn,95,4
18,on,94,6
18,parties,92,1
18,problems,95,9
18,she,94,0
18,slipped,94,1
18,slope,94,9
18,solve,95,7
18,sprained,94,3
18,steep,94,8
18,sun,93,7
18,tapestry,91,2
18,the,94,7
18,the,95,0
18,to,95,3
18,to,95,6
18,today's,93,5
18,was,93,2
18,way,95,2
19,a,98,0
19,a,99,3
19,a,99,6
19,abdomen,98,2
19,aglow,100,6
19,all,100,5
19,and,99,5
19,back,98,7
19,cartoon,99,1
19,cast,96,5
19,departure,96,2
19,depicts,100,2
19,emblem,100,1
19,features,99,2
19,for,98,5
19,his,96,0
19,loads,97,6
19,of,97,3
19,shocked,96,3
19,sudden,96,1
19,tadpole,99,7
19,the,96,4
19,the,99,0
19,the,100,0
19,the,100,3
19,your,98,6
20,a,103,5
20,all,103,1
20,an,104,5
20,and,102,2
20,and,105,3
20,apology,104,6
20,are,102,5
20,are,105,5
20,bobcat,105,2
20,bowl,102,8
20,bowl,103,7
20,clasp,101,0
20,combine,103,0
20,hand,101,6
20,hyena,105,4
20,in,101,3
20,in,102,6
20,in,103,4
20,large,103,6
20,left,101,5
20,misquote,104,1
20,papaya,102,4
20,the,101,1
20,the,102,0
20,the,102,3
20,the,103,2
20,the,104,0
20,the,105,0
20,was,104,2
20,with,104,4
20,your,101,4
21,a,108,0
21,and,106,3
21,and,108,6
21,are,109,4
21,beautiful,109,5
21,county,110,3
21,evidence,107,4
21,forbidden,106,2
21,from,108,4
21,in,110,4
21,is,108,2
21,is,110,1
21,juice,108,8
21,made,108,3
21,made,109,1
21,new,110,5
21,of,109,2
21,orange,108,7
21,penalty,106,6
21,pewter,109,3
21,present,107,2
21,screwdriver,108,1
21,seldom,107,1
21,to,106,5
21,westchester,110,0
21,york,110,6
22,a,112,3
22,are,114,2
22,artificial,111,0
22,ate,115,1
22,breakfast,115,6
22,cats,114,1
22,emperor,112,1
22,for,111,3
22,for,115,5
22,foreign,113,2
22,four,115,2
22,furrier,114,3
22,had,112,2
22,have,113,4
22,he,115,0
22,intelligence,111,1
22,is,111,2
22,lots,113,0
22,mean,112,4
22,movies,113,3
22,of,113,1
22,real,111,4
22,siamese,114,5
22,subtitles,113,5
22,temper,112,5
22,than,114,4
22,the,112,0
23,a,116,4
23,a,118,4
23,abbreviate,120,3
23,and,117,1
23,and,119,1
23,are,118,1
23,are,119,3
23,beverage,116,6
23,build,116,3
23,can,120,2
23,convenient,118,2
23,december,119,0
23,for,118,3
23,go,117,3
23,hand,117,4
23,hand,117,6
23,in,117,5
23,in,119,8
23,in,120,4
23,january,119,2
23,lunch,118,6
23,miami,119,9
23,months,119,5
23,new,116,5
23,nice,119,4
23,notoriety,117,2
23,pizzerias,118,0
23,plan,116,1
23,plant,116,7
23,publicity,117,0
23,quick,118,5
23,spend,119,7
23,technical,120,0
23,to,116,2
23,to,119,6
23,we,116,0
23,writers,120,1
24,agricultural,124,0
24,are,124,2
24,bungalow,123,1
24,clumsy,122,1
24,comes,121,2
24,competition,125,6
24,customer,122,2
24,development,121,5
24,distributed,124,4
24,from,121,3
24,in,125,3
24,near,123,5
24,nevada's,125,4
24,new,121,7
24,of,121,6
24,participate,125,2
24,perfume,122,6
24,pleasantly,123,3
24,pledge,125,0
24,scientific,121,0
24,shore,123,7
24,situated,123,4
24,some,122,4
24,spilled,122,3
24,techniques,121,8
24,the,121,4
24,the,122,0
24,the,123,0
24,the,123,6
24,to,125,1
24,unevenly,124,3
24,was,123,2
25,a,128,4
25,and,126,5
25,antelope,127,7
25,article,126,2
25,bugle,127,4
25,can,129,3
25,clarification,126,7
25,coat,128,6
25,compile,130,4
25,curiosity,129,2
25,get,129,4
25,into,129,6
25,jennifer's,127,3
25,long,126,1
25,much,129,1
25,never,130,3
25,of,127,2
25,opaque,126,4
25,programs,130,1
25,sound,127,1
25,the,127,0
25,the,127,6
25,the,128,0
25,too,129,0
25,trouble,129,7
25,was,126,3
25,which,126,0
25,will,130,2
25,willowy,128,1
25,wore,128,3
25,you,129,5
26,a,132,3
26,ambiguous,135,4
26,chipper,133,3
26,counted,132,8
26,crucial,131,6
26,cuisine,134,1
26,exquisite,134,3
26,for,133,2
26,is,131,5
26,is,134,2
26,many,133,8
26,most,132,0
26,my,131,3
26,of,131,2
26,of,132,5
26,presented,135,3
26,previous,135,1
26,results,135,5
26,she,133,4
26,speaker,135,2
26,square,133,7
26,the,132,6
26,the,133,6
26,the,135,0
26,third,132,4
26,times,133,9
26,vietnamese,134,0
26,votes,132,7
26,while,133,0
27,after,138,4
27,aptitude,137,1
27,by,137,4
27,chlorine,139,5
27,exist,136,1
27,experiment's,140,1
27,in,136,2
27,is,137,2
27,judged,137,3
27,juice,138,1
27,mosquitoes,136,0
27,much,139,4
27,orange,138,0
27,our,140,0
27,outcome,140,3
27,positive,140,2
27,standardized,137,5
27,tastes,138,2
27,tests,137,6
27,the,139,0
27,too,139,3
27,toothpaste,138,5
27,warm,136,3
27,was,140,4
27,water,139,1
28,a,141,4
28,a,142,3
28,a,145,1
28,as,144,0
28,as,145,0
28,authorization,143,3
28,book,144,6
28,bought,145,5
28,citizenship,143,6
28,coauthors,144,1
28,drunkard,142,1
28,for,145,7
28,government,143,1
28,gunpowder,145,6
28,haughty,144,9
28,his,143,5
28,is,142,2
28,new,144,5
28,of,141,6
28,of,143,4
28,our,144,4
28,outlaws,145,4
28,pair,141,5
28,presented,144,3
28,remove,141,0
28,social,142,4
28,sought,143,2
28,stronghold,145,9
28,the,141,1
28,the,142,0
28,the,143,0
28,the,144,8
28,the,145,3
28,their,145,8
28,to,144,7
28,tweezers,141,7
28,we,144,2
28,with,141,3
29,and,148,1
29,auburn,146,1
29,autumn,146,6
29,biologists,149,0
29,coincided,150,2
29,company's,150,5
29,curiosity,148,0
29,employee,150,0
29,friends,147,3
29,hair,146,2
29,her,146,0
29,him,146,4
29,isotopes,149,3
29,layoffs,150,1
29,leaves,146,7
29,of,146,5
29,remained,147,1
29,reminded,146,3
29,reorganization,150,6
29,the,150,4
29,they,147,0
29,to,149,4
29,use,149,1
29,with,150,3
30,algebraic,152,5
30,bayou,151,6
30,discouraging,154,3
30,down,151,4
30,expression,152,6
30,he,154,5
30,heroism,155,5
30,how,152,0
30,however,154,4
30,naive,155,4
30,not,154,7
30,overly,154,8
30,the,151,5
30,the,153,0
30,the,154,0
30,the,155,0
30,this,152,4
30,triumphant,155,1
30,warrior,155,2
30,was,154,2
30,was,154,6
30,who,151,0
30,worried,154,9
30,you,152,2
31,a,158,1
31,and,158,6
31,be,156,7
31,buying,158,0
31,children,160,3
31,complex,157,6
31,contributed,157,2
31,cooking,159,2
31,cooperates,156,1
31,costumes,160,9
31,creole,159,1
31,curry,159,4
31,does,159,0
31,encouraged,160,1
31,finding,156,3
31,halloween,160,8
31,her,160,2
31,horse,158,3
31,in,156,2
31,inferiority,157,5
31,intuition,158,5
31,make,160,5
31,myopia,157,1
31,own,160,7
31,rewarded,156,8
31,ron's,157,4
31,severe,157,0
31,she,160,0
31,their,160,6
31,thoroughbred,158,2
31,to,157,3
31,to,160,4
31,whoever,156,0
31,will,156,6
32,all,162,1
32,allow,165,4
32,almost,162,0
32,are,162,3
32,barely,161,2
32,coeducational,162,5
32,could,161,1
32,else,165,1
32,fjords,161,5
32,flurries,161,9
32,for,163,2
32,glue,164,1
32,go,165,7
32,now,162,4
32,of,164,4
32,oozed,164,2
32,others,165,5
32,out,164,3
32,rich,163,0
32,see,161,3
32,snow,161,8
32,the,161,4
32,the,161,7
32,the,164,5
32,thick,164,0
32,through,161,6
32,to,165,6
32,tube,164,6
32,we,161,0
32,why,165,0
32,would,165,2
33,a,168,1
33,account,170,5
33,always,166,3
33,any,167,3
33,authorized,170,1
33,buy,167,2
33,cat's,166,1
33,did,167,0
33,evening,169,6
33,go,169,2
33,hurts,166,4
33,in,169,4
33,meow,166,2
33,often,168,3
33,out,169,3
33,outdoors,168,5
33,play,168,4
33,the,166,0
33,the,169,5
33,the,170,2
33,they,169,0
33,tomboy,168,2
33,who,170,0
33,would,168,0
33,you,167,1
34,accusations,173,3
34,after,172,3
34,all,173,1
34,always,175,5
34,are,174,2
34,at,173,4
34,buy,175,1
34,coleslaw,172,2
34,destroy,171,0
34,every,171,1
34,fashion,174,5
34,hats,174,1
34,i,172,4
34,mine,175,7
34,of,174,4
34,oil,172,7
34,oil,175,2
34,once,173,5
34,out,174,3
34,phony,173,2
34,serve,172,0
34,straw,174,0
34,the,172,1
34,the,172,6
34,this,174,6
34,use,175,6
34,why,175,0
34,withdraw,173,0
34,year,174,7
35,a,179,4
35,allow,177,2
35,are,180,2
35,audition,176,5
35,axis,179,6
35,draw,179,0
35,enjoy,176,1
35,graph,179,2
35,i,176,4
35,it,176,2
35,lamb's,180,5
35,made,180,3
35,new,179,5
35,norwegian,180,0
35,of,177,4
35,of,180,4
35,on,179,3
35,sweaters,180,1
35,they,176,0
35,violence,177,5
35,when,176,3
35,wool,180,6
35,you,177,1
36,abruptly,185,3
36,allowance,184,2
36,approach,183,0
36,at,185,4
36,avoid,181,3
36,bleachers,182,6
36,causeway,185,1
36,children,181,1
36,composure,183,5
36,controlled,182,1
36,do,184,3
36,ended,185,2
36,from,182,4
36,get,184,5
36,how,184,0
36,interview,183,2
36,much,184,1
36,shore,185,6
36,should,181,2
36,statuesque,183,4
36,stopwatch,182,3
36,the,182,2
36,the,182,5
36,the,185,0
36,the,185,5
36,to,181,5
36,with,183,3
36,you,184,4
36,your,183,1
37,an,188,2
37,and,190,5
37,are,187,2
37,bells,189,5
37,blues,186,6
37,by,190,2
37,do,189,0
37,even,186,0
37,geese,190,9
37,get,186,3
37,government,187,6
37,hear,189,2
37,i,186,1
37,military,187,0
37,monday,186,5
37,obey,187,5
37,orange,188,3
37,orders,187,7
37,peeling,188,1
37,personnel,187,1
37,pond,190,4
37,ringing,189,6
37,rob,190,0
37,sat,190,1
37,sketched,190,6
37,sleigh,189,4
37,stray,190,8
37,the,186,4
37,the,189,3
37,the,190,3
37,the,190,7
37,to,187,4
37,when,188,0
37,you,189,1
38,agency,194,2
38,and,193,5
38,bedroom,191,3
38,best,192,2
38,choices,193,4
38,colored,191,1
38,crayons,191,6
38,dew,195,2
38,enjoy,192,4
38,gave,193,1
38,glistened,195,7
38,hired,194,3
38,i,193,0
38,in,195,8
38,journalist,194,6
38,let,193,6
38,news,194,1
38,on,195,3
38,only,192,0
38,players,192,3
38,popularity,192,5
38,priorities,193,10
38,set,193,8
38,several,193,3
38,spider,195,5
38,sun,195,10
38,the,191,2
38,the,192,1
38,the,194,0
38,the,195,0
38,the,195,4
38,the,195,9
38,them,193,2
38,them,193,7
38,wall,191,4
39,affirmative,196,6
39,are,198,2
39,boy,197,2
39,emphasized,196,2
39,events,199,4
39,for,196,5
39,hook,197,8
39,how,198,0
39,in,199,5
39,most,200,1
39,need,196,4
39,on,197,6
39,order,199,7
39,permanent,198,1
39,put,197,3
39,recall,199,2
39,records,198,4
39,sermon,196,1
39,small,197,1
39,the,196,0
39,the,196,3
39,the,197,0
39,the,197,4
39,the,197,7
39,the,199,3
39,the,200,0
39,their,198,3
39,to,199,1
39,try,199,0
39,worm,197,5
40,always,202,1
40,attacked,201,1
40,cory,201,0
40,determination,201,6
40,endurance,204,4
40,extra,201,5
40,good,204,1
40,how,204,0
40,is,204,2
40,keep,205,0
40,project,201,3
40,put,203,0
40,the,201,2
40,the,203,1
40,the,205,1
40,thermometer,205,2
40,tongue,205,5
40,under,205,3
40,with,201,4
40,you,202,0
40,your,204,3
40,your,205,4
41,are,209,0
41,barely,206,2
41,by,210,6
41,cook,207,3
41,cost,210,8
41,could,206,1
41,eight,210,7
41,failure,210,1
41,for,209,3
41,handle,206,3
41,healthier,207,1
41,him,210,9
41,his,210,0
41,his,210,10
41,it's,207,0
41,job,210,11
41,looking,209,2
41,ocean,208,4
41,open,210,3
41,overlooked,208,2
41,psychological,206,5
41,store,210,5
41,sugar,207,5
41,the,206,4
41,the,208,0
41,the,210,4
41,to,207,2
41,to,210,2
41,trauma,206,6
41,viewpoint,208,1
41,without,207,4
41,you,209,1
42,a,215,3
42,agency,213,6
42,all,213,2
42,and,211,1
42,and,212,6
42,apples,212,5
42,appreciated,214,3
42,bought,212,3
42,boy,212,2
42,clear,214,0
42,courier,215,1
42,dwarf,215,4
42,freeway,211,2
42,highway,211,0
42,i,213,0
42,ices,212,8
42,in,213,4
42,is,214,2
42,itemize,213,1
42,mean,211,3
42,my,213,5
42,paper,212,1
42,pronunciation,214,1
42,same,211,5
42,the,211,4
42,the,212,0
42,the,215,0
42,thing,211,6
42,three,212,7
42,two,212,4
42,was,215,2
43,a,216,0
43,a,219,4
43,agree,220,2
43,all,220,1
43,ambulance,216,5
43,barely,220,7
43,before,217,3
43,chamber,219,6
43,create,218,4
43,doctor,216,1
43,easy,218,2
43,essay,220,5
43,examples,218,6
43,fruit,217,2
43,hallway,219,1
43,huge,219,5
43,illuminating,218,5
43,in,216,3
43,intelligible,220,8
43,is,220,6
43,it's,218,0
43,not,218,1
43,opens,219,2
43,patient,216,8
43,preparing,217,4
43,puree,217,0
43,some,217,1
43,that,220,3
43,the,216,4
43,the,216,7
43,the,217,5
43,the,219,0
43,the,220,4
43,they,220,0
43,to,218,3
43,was,216,2
43,with,216,6
44,ancient,221,1
44,ate,224,1
44,ballet,225,2
44,boston,225,1
44,cigarettes,222,1
44,escalator,221,5
44,every,224,2
44,eyestrain,223,6
44,funding,225,5
44,gives,223,4
44,how,221,0
44,i,224,0
44,in,222,2
44,in,223,1
44,is,221,2
44,nora's,224,5
44,on,224,4
44,overcame,225,3
44,oyster,224,3
44,plate,224,6
44,poor,223,2
44,reading,223,0
44,shortage,225,6
44,subway,221,4
44,the,222,0
44,the,225,0
44,their,225,4
44,this,221,3
44,you,223,5
45,a,226,4
45,allow,228,2
45,ate,226,3
45,atheists,228,3
45,away,230,4
45,begins,229,3
45,butterfly,226,2
45,by,227,0
45,church,228,5
45,do,228,0
45,eating,227,1
45,gorgeous,226,1
45,ideal,229,1
45,in,228,4
45,irate,230,1
45,live,227,5
45,lot,226,5
45,may,227,4
45,morning,229,2
45,my,229,0
45,nectar,226,7
45,of,226,6
45,stomped,230,3
45,the,226,0
45,the,230,0
45,they,228,1
45,with,229,4
45,yogurt,227,2
46,agency,235,2
46,alien,235,4
46,allow,233,2
46,are,231,1
46,can,235,0
46,do,234,0
46,enter,233,6
46,essay,232,1
46,evening,231,5
46,every,231,3
46,forces,235,5
46,freely,233,7
46,have,234,2
46,monday,231,4
46,open,231,2
46,overthrow,235,3
46,ready,234,6
46,remember,233,0
46,the,232,0
46,the,234,3
46,the,235,1
46,to,233,1
46,to,233,5
46,twins,233,4
46,we,231,0
46,yellow,234,4
47,as,239,2
47,as,239,5
47,broken,238,3
47,chop,238,5
47,do,236,2
47,draw,240,0
47,dressing,236,7
47,eight,237,2
47,every,240,1
47,fill,240,6
47,first,240,4
47,how,236,0
47,in,240,7
47,instead,238,8
47,like,236,4
47,line,240,3
47,money,239,4
47,much,239,3
47,need,239,7
47,oily,236,1
47,only,239,1
47,outer,240,2
47,salad,236,6
47,saw,237,1
47,saw,238,1
47,so,238,4
47,the,238,0
47,the,238,6
47,then,240,5
47,we,237,0
47,withdraw,239,0
47,wood,238,7
47,you,236,3
47,you,239,6
47,your,236,5
48,allow,245,0
48,an,245,5
48,aprons,243,2
48,are,243,0
48,atypical,242,1
48,available,243,3
48,be,244,0
48,beds,244,8
48,by,241,3
48,careful,244,1
48,child,245,2
48,do,242,0
48,each,245,1
48,farmers,242,2
48,flower,244,7
48,grow,242,3
48,have,245,4
48,holiday,243,1
48,ice,245,6
48,jaw,241,1
48,muscles,241,6
48,not,244,2
48,operates,241,2
48,over,244,5
48,plow,244,4
48,pop,245,7
48,the,241,0
48,the,244,6
48,to,243,4
48,to,244,3
48,to,245,3
48,us,243,5
48,using,241,4
49,a,248,2
49,angry,246,1
49,answered,246,3
49,boy,246,2
49,bright,248,3
49,brother,249,1
49,but,246,4
49,by,247,3
49,cliff,247,0
49,didn't,246,5
49,door,249,5
49,garage,249,4
49,john's,249,0
49,look,246,6
49,luxurious,247,5
49,massage,247,6
49,repainted,249,2
49,soothed,247,2
49,steve,248,0
49,sweater,248,6
49,the,246,0
49,the,247,4
49,the,249,3
49,up,246,7
49,was,247,1
49,wore,248,1
50,a,253,3
50,ability,252,1
50,alice's,252,0
50,and,254,1
50,balls,254,7
50,beach,254,6
50,come,255,5
50,cory,254,0
50,fairy,255,2
50,for,254,8
50,forgot,255,3
50,further,251,1
50,he,251,4
50,his,251,2
50,hours,254,9
50,is,252,6
50,mirage,253,4
50,noteworthy,252,7
50,oasis,253,1
50,played,254,3
50,prestige,251,3
50,supervision,252,5
50,the,253,0
50,the,255,0
50,to,251,0
50,to,252,2
50,to,255,4
50,tooth,255,1
50,trish,254,2
50,was,253,2
50,with,254,5
50,without,252,4
50,work,252,3
51,birth,256,4
51,brush,260,0
51,clothing,259,9
51,cloverleaf,258,3
51,common,260,3
51,control,256,5
51,dry,260,6
51,every,258,1
51,fires,260,1
51,gets,258,6
51,in,258,0
51,in,259,0
51,in,260,4
51,it,259,4
51,major,258,2
51,nevada,260,9
51,of,260,8
51,organizations,256,2
51,parenthood,256,1
51,pays,259,5
51,planned,256,0
51,promote,256,3
51,purchased,257,1
51,quality,259,8
51,rich,257,0
51,run,259,3
51,several,257,2
51,signed,257,3
51,sometimes,258,5
51,the,259,1
51,the,260,5
51,to,259,6
51,traffic,258,4
51,underbrush,260,7
51,up,258,8
52,a,262,6
52,all,264,8
52,are,261,2
52,at,264,7
52,avalanche,263,1
52,be,264,4
52,brochure,262,1
52,buyer,262,8
52,dirty,265,3
52,documents,264,2
52,exclusive,264,1
52,for,262,5
52,galoshes,261,1
52,in,261,5
52,informative,262,4
52,is,262,2
52,must,264,3
52,particularly,262,3
52,please,265,0
52,seattle,261,6
52,the,263,0
52,these,264,0
52,this,262,0
52,this,265,2
52,times,264,9
52,triggered,263,2
52,up,264,6
52,useful,261,4
52,very,261,3
52,weatherproof,261,0
53,a,270,3
53,arrange,267,6
53,artists,268,2
53,autographs,268,4
53,carol,267,1
53,comes,267,2
53,cream,270,1
53,exchanged,268,3
53,giraffes,266,1
53,halloween,270,7
53,have,267,4
53,her,267,5
53,i'd,269,0
53,if,267,0
53,in,266,4
53,is,270,2
53,item,270,5
53,kept,266,3
53,not,269,2
53,on,270,6
53,popular,270,4
53,shaving,270,0
53,should,266,0
53,small,266,5
53,the,268,0
53,tomorrow,267,3
53,two,268,1
53,zoos,266,6
54,bluejay,273,1
54,building,273,6
54,change,271,1
54,cheap,274,0
54,cheese,275,1
54,chives,275,3
54,cottage,275,0
54,delicious,275,5
54,first,274,4
54,flew,273,2
54,from,272,3
54,high,273,5
54,is,272,1
54,is,275,4
54,made,272,2
54,over,273,3
54,shape,271,2
54,soybeans,272,5
54,stockings,274,1
54,the,273,0
54,the,273,4
54,the,274,3
54,they're,274,6
54,time,274,5
54,tofu,272,0
54,with,275,2
54,worn,274,7
55,a,276,0
55,a,278,2
55,adjourned,277,4
55,are,279,4
55,become,276,4
55,chosen,276,1
