file,text,xmin,xmax,sentence,word_in_sentence
12,on,2.53,2.63,61,4
12,the,2.63,2.68,61,5
12,screen,2.68,3.17,61,6
12,an,5.38,5.48,62,0
12,official,5.48,5.87,62,1
12,deadline,5.87,6.3,62,2
12,cannot,6.3,6.64,62,3
12,be,6.64,6.76,62,4
12,postponed,6.76,7.47,62,5
12,fill,9.5,9.74,63,0
12,that,9.74,9.94,63,1
12,canteen,9.94,10.39,63,2
12,with,10.39,10.56,63,3
12,fresh,10.56,10.85,63,4
12,spring,10.85,11.15,63,5
12,water,11.15,11.53,63,6
12,gently,13.84,14.2,64,0
12,place,14.2,14.55,64,1
12,jim's,14.55,14.88,64,2
12,foam,14.88,15.19,64,3
12,sculpture,15.19,15.63,64,4
12,in,15.63,15.77,64,5
12,the,15.77,15.82,64,6
12,box,15.82,16.35,64,7
12,bagpipes,18.29,18.79,65,0
12,and,18.79,18.91,65,1
12,bongos,18.91,19.28,65,2
12,are,19.28,19.35,65,3
12,musical,19.35,19.8,65,4
12,instruments,19.8,20.64,65,5
13,doctors,1.16,1.56,66,0
13,prescribe,1.56,2.01,66,1
13,drugs,2.01,2.32,66,2
13,too,2.32,2.52,66,3
13,freely,2.52,3.02,66,4
13,will,4.85,4.95,67,0
13,you,4.95,5.03,67,1
13,please,5.03,5.3,67,2
13,describe,5.3,5.71,67,3
13,the,5.71,5.79,67,4
13,idiotic,5.79,6.46,67,5
13,predicament,6.46,7.2,67,6
13,it's,9.67,9.83,68,0
13,impossible,9.83,10.37,68,1
13,to,10.37,10.52,68,2
13,deal,10.52,10.74,68,3
13,with,10.74,10.92,68,4
13,bureaucracy,10.92,11.62,68,5
13,good,13.76,13.97,69,0
13,service,13.97,14.35,69,1
13,should,14.35,14.53,69,2
13,be,14.53,14.65,69,3
13,rewarded,14.65,15.42,69,4
13,sorry,15.76,15.92,69,5
13,good,15.96,16.16,69,6
13,service,16.16,16.49,69,7
13,should,16.49,16.64,69,8
13,be,16.64,16.75,69,9
13,rewarded,16.75,17.23,69,10
13,by,17.23,17.34,69,11
13,big,17.34,17.59,69,12
13,tips,17.59,18.06,69,13
13,my,19.81,19.93,70,0
13,instructions,19.93,20.54,70,1
13,desperately,20.54,21.02,70,2
13,need,21.02,21.23,70,3
13,updating,21.23,21.81,70,4
14,cooperation,0.85,1.53,71,0
14,along,1.53,1.81,71,1
14,with,1.81,1.93,71,2
14,understanding,1.93,2.64,71,3
14,alleviate,2.64,3.14,71,4
14,dispute,3.14,3.67,71,5
14,cement,6.16,6.61,72,0
14,is,6.61,6.73,72,1
14,measured,6.73,7.05,72,2
14,in,7.05,7.18,72,3
14,cubic,7.18,7.54,72,4
14,yards,7.54,8.14,72,5
14,primitive,9.89,10.28,73,0
14,tribes,10.28,10.74,73,1
14,have,10.74,10.88,73,2
14,an,10.88,10.98,73,3
14,upbeat,10.98,11.37,73,4
14,attitude,11.37,11.98,73,5
14,flying,14.09,14.36,74,0
14,standby,14.36,14.84,74,1
14,can,14.84,14.99,74,2
14,be,14.99,15.09,74,3
14,practical,15.09,15.6,74,4
14,if,15.6,15.75,74,5
14,you,15.75,15.83,74,6
14,want,15.83,16.05,74,7
14,to,16.05,16.11,74,8
14,save,16.11,16.34,74,9
14,money,16.34,16.66,74,10
14,it's,19.42,19.61,75,0
14,hard,19.61,19.74,75,1
14,to,19.74,19.84,75,2
14,tell,19.84,20.08,75,3
14,an,20.08,20.15,75,4
14,original,20.15,20.62,75,5
14,from,20.62,20.85,75,6
14,a,20.85,20.91,75,7
14,forgery,20.91,21.53,75,8
15,the,0.9,0.95,76,0
15,thinker,0.95,1.3,76,1
15,is,1.3,1.44,76,2
15,a,1.44,1.51,76,3
15,famous,1.51,1.87,76,4
15,sculpture,1.87,2.5,76,5
15,the,4.58,4.64,77,0
15,misprint,4.64,5.08,77,1
15,provoked,5.08,5.52,77,2
15,an,5.52,5.61,77,3
15,immediate,5.61,6.03,77,4
15,disclaimer,6.03,6.65,77,5
15,a,9.1,9.15,78,0
15,large,9.15,9.5,78,1
15,household,9.5,9.97,78,2
15,needs,9.97,10.26,78,3
15,lots,10.26,10.49,78,4
15,of,10.49,10.57,78,5
15,appliances,10.57,11.38,78,6
15,cut,13.41,13.57,79,0
15,a,13.57,13.65,79,1
15,small,13.65,13.97,79,2
15,corner,13.97,14.39,79,3
15,off,14.39,14.6,79,4
15,each,14.6,14.8,79,5
15,edge,14.83,15.27,79,6
15,iguanas,17.0,17.51,80,0
15,and,17.51,17.61,80,1
15,alligators,17.61,18.14,80,2
15,are,18.14,18.24,80,3
15,tropical,18.24,18.77,80,4
15,reptiles,18.77,19.55,80,5
16,masquerade,1.03,1.63,81,0
16,parties,1.63,1.95,81,1
16,tax,1.95,2.32,81,2
16,one's,2.32,2.56,81,3
16,imagination,2.56,3.39,81,4
16,penguins,5.11,5.57,82,0
16,live,5.57,5.76,82,1
16,near,5.76,5.98,82,2
16,the,5.98,6.14,82,3
16,icy,6.14,6.42,82,4
16,antarctic,6.42,7.19,82,5
16,ugh,7.54,7.63,82,6
16,sorry,7.97,8.25,82,7
16,pen,8.31,8.58,82,8
16,penguins,9.43,9.85,82,9
16,live,9.85,10.0,82,10
16,near,10.0,10.18,82,11
16,the,10.18,10.32,82,12
16,icy,10.32,10.64,82,13
16,antarctic,10.64,11.41,82,14
16,guess,12.73,13.0,83,0
16,the,13.0,13.06,83,1
16,question,13.06,13.48,83,2
16,from,13.48,13.69,83,3
16,the,13.69,13.82,83,4
16,answer,13.82,14.28,83,5
16,medieval,16.36,16.74,84,0
16,society,16.74,17.25,84,1
16,was,17.25,17.4,84,2
16,based,17.4,17.66,84,3
16,on,17.66,17.77,84,4
16,hierarchies,17.77,18.66,84,5
16,project,20.79,21.19,85,0
16,development,21.19,21.65,85,1
16,was,21.65,21.8,85,2
16,proceeding,21.8,22.25,85,3
16,too,22.25,22.43,85,4
16,slowly,22.43,22.94,85,5
17,kindergarten,0.77,1.29,86,0
17,children,1.29,1.68,86,1
17,decorate,1.68,2.09,86,2
17,their,2.09,2.18,86,3
17,classrooms,2.18,2.74,86,4
17,for,2.74,2.91,86,5
17,all,2.91,3.15,86,6
17,holidays,3.15,3.85,86,7
17,special,6.78,7.18,87,0
17,task,7.18,7.54,87,1
17,forces,7.54,8.03,87,2
17,rescue,8.03,8.54,87,3
17,hostages,8.73,9.2,87,4
17,from,9.2,9.35,87,5
17,kidnappers,9.35,10.17,87,6
17,call,11.8,11.98,88,0
17,an,11.98,12.1,88,1
17,ambulance,12.1,12.53,88,2
17,for,12.53,12.63,88,3
17,medical,12.63,13.03,88,4
17,assistance,13.03,13.8,88,5
17,he,15.8,16.04,89,0
17,stole,16.04,16.31,89,1
17,a,16.31,16.37,89,2
17,dime,16.37,16.71,89,3
17,from,16.71,16.92,89,4
17,a,16.92,16.98,89,5
17,beggar,16.98,17.46,89,6
17,you,19.33,19.43,90,0
17,must,19.43,19.66,90,1
17,explicitly,19.66,20.31,90,2
17,delete,20.31,20.66,90,3
17,files,20.66,21.29,90,4
18,a,0.78,0.85,91,0
18,huge,0.85,1.17,91,1
18,tapestry,1.17,1.74,91,2
18,hung,1.74,1.95,91,3
18,in,1.95,2.09,91,4
18,her,2.09,2.2,91,5
18,hallway,2.2,2.64,91,6
18,birthday,4.51,4.82,92,0
18,parties,4.82,5.23,92,1
18,have,5.23,5.34,92,2
18,cupcakes,5.34,5.87,92,3
18,and,5.87,5.96,92,4
18,ice,5.96,6.13,92,5
18,cream,6.13,6.51,92,6
18,his,8.92,9.08,93,0
18,scalp,9.08,9.42,93,1
18,was,9.42,9.57,93,2
18,blistered,9.57,9.97,93,3
18,from,9.97,10.17,93,4
18,today's,10.17,10.54,93,5
18,hot,10.54,10.81,93,6
18,sun,10.81,11.22,93,7
18,she,13.43,13.62,94,0
18,slipped,13.62,13.95,94,1
18,and,13.95,14.1,94,2
18,sprained,14.1,14.45,94,3
18,her,14.45,14.52,94,4
18,ankle,14.52,14.8,94,5
18,on,14.8,14.96,94,6
18,the,14.96,15.04,94,7
18,steep,15.04,15.38,94,8
18,slope,15.38,15.81,94,9
18,the,18.7,18.75,95,0
18,best,18.75,19.08,95,1
18,way,19.08,19.18,95,2
18,to,19.18,19.27,95,3
18,learn,19.27,19.54,95,4
18,is,19.54,19.66,95,5
18,to,19.66,19.78,95,6
18,solve,19.78,20.11,95,7
18,extra,20.11,20.45,95,8
18,problems,20.45,21.14,95,9
19,his,0.92,1.14,96,0
19,sudden,1.14,1.38,96,1
19,departure,1.38,1.86,96,2
19,shocked,1.86,2.23,96,3
19,the,2.23,2.29,96,4
19,cast,2.29,2.86,96,5
19,tugboats,4.75,5.21,97,0
19,are,5.21,5.27,97,1
19,capable,5.27,5.76,97,2
19,of,5.76,5.89,97,3
19,hauling,5.89,6.14,97,4
19,huge,6.14,6.51,97,5
19,loads,6.51,6.98,97,6
19,a,9.93,9.97,98,0
19,muscular,9.97,10.41,98,1
19,abdomen,10.41,10.82,98,2
19,is,10.82,10.96,98,3
19,good,10.96,11.15,98,4
19,for,11.15,11.28,98,5
19,your,11.28,11.42,98,6
19,back,11.42,11.81,98,7
19,the,13.52,13.57,99,0
19,cartoon,13.57,14.02,99,1
19,features,14.02,14.41,99,2
19,a,14.41,14.46,99,3
19,muskrat,14.46,15.03,99,4
19,and,15.03,15.15,99,5
19,a,15.15,15.2,99,6
19,tadpole,15.2,15.83,99,7
19,the,17.83,17.94,100,0
19,emblem,17.94,18.28,100,1
19,depicts,18.28,18.69,100,2
19,the,18.69,18.77,100,3
19,acropolis,18.77,19.36,100,4
19,all,19.36,19.57,100,5
19,aglow,19.57,19.95,100,6
20,clasp,0.96,1.36,101,0
20,the,1.36,1.44,101,1
20,screw,1.44,1.74,101,2
20,in,1.74,1.85,101,3
20,your,1.85,1.97,101,4
20,left,1.97,2.25,101,5
20,hand,2.25,2.61,101,6
20,the,4.46,4.51,102,0
20,mango,4.51,4.86,102,1
20,and,4.86,4.99,102,2
20,the,4.99,5.05,102,3
20,papaya,5.05,5.58,102,4
20,are,5.58,5.71,102,5
20,in,5.71,5.79,102,6
20,the,5.79,5.86,102,7
20,bowl,5.86,6.27,102,8
20,combine,8.41,8.79,103,0
20,all,8.79,8.91,103,1
20,the,8.91,9.04,103,2
20,ingredients,9.04,9.61,103,3
20,in,9.61,9.67,103,4
20,a,9.67,9.74,103,5
20,large,9.74,10.06,103,6
20,bowl,10.06,10.42,103,7
20,the,12.94,13.0,104,0
20,misquote,13.0,13.45,104,1
20,was,13.45,13.62,104,2
20,retracted,13.62,14.15,104,3
20,with,14.15,14.3,104,4
20,an,14.3,14.36,104,5
20,apology,14.36,15.06,104,6
20,the,17.2,17.25,105,0
20,coyote,17.25,17.74,105,1
20,bobcat,17.74,18.23,105,2
20,and,18.23,18.36,105,3
20,hyena,18.36,18.73,105,4
20,are,18.73,18.85,105,5
20,wild,18.85,19.21,105,6
20,animals,19.21,19.81,105,7
21,trespassing,0.68,1.3,106,0
21,is,1.3,1.42,106,1
21,forbidden,1.42,1.86,106,2
21,and,1.86,2.03,106,3
21,subject,2.03,2.44,106,4
21,to,2.44,2.51,106,5
21,penalty,2.51,3.08,106,6
21,encyclopedias,5.37,6.22,107,0
21,seldom,6.22,6.59,107,1
21,present,6.59,6.95,107,2
21,anecdotal,6.98,7.53,107,3
21,evidence,7.53,8.19,107,4
21,a,10.09,10.15,108,0
21,screwdriver,10.15,10.81,108,1
21,is,10.81,10.95,108,2
21,made,10.95,11.14,108,3
21,from,11.14,11.32,108,4
21,vodka,11.32,11.66,108,5
21,and,11.66,11.81,108,6
21,orange,11.81,12.18,108,7
21,juice,12.18,12.63,108,8
21,objects,14.99,15.42,109,0
21,made,15.42,15.59,109,1
21,of,15.59,15.71,109,2
21,pewter,15.71,16.06,109,3
21,are,16.06,16.11,109,4
21,beautiful,16.11,16.68,109,5
21,westchester,18.92,19.47,110,0
21,is,19.47,19.57,110,1
21,a,19.57,19.63,110,2
21,county,19.63,19.98,110,3
21,in,19.98,20.09,110,4
21,new,20.09,20.22,110,5
21,york,20.22,20.62,110,6
22,artificial,0.82,1.36,111,0
22,intelligence,1.36,1.96,111,1
22,is,1.96,2.12,111,2
22,for,2.12,2.33,111,3
22,real,2.33,2.65,111,4
22,the,4.58,4.68,112,0
22,emperor,4.68,5.04,112,1
22,had,5.04,5.22,112,2
22,a,5.22,5.25,112,3
22,mean,5.25,5.55,112,4
22,temper,5.55,6.06,112,5
22,lots,8.0,8.26,113,0
22,of,8.26,8.35,113,1
22,foreign,8.35,8.68,113,2
22,movies,8.68,9.03,113,3
22,have,9.03,9.16,113,4
22,subtitles,9.16,9.97,113,5
22,angora,11.82,12.22,114,0
22,cats,12.22,12.56,114,1
22,are,12.56,12.63,114,2
22,furrier,12.63,13.13,114,3
22,than,13.13,13.31,114,4
22,siamese,13.31,14.05,114,5
22,he,15.53,15.84,115,0
22,ate,15.84,16.01,115,1
22,four,16.01,16.26,115,2
22,extra,16.26,16.66,115,3
22,eggs,16.66,16.93,115,4
22,for,16.93,17.03,115,5
22,breakfast,17.03,17.7,115,6
23,we,0.73,0.83,116,0
23,plan,0.83,1.12,116,1
23,to,1.12,1.24,116,2
23,build,1.24,1.48,116,3
23,a,1.48,1.53,116,4
23,new,1.53,1.72,116,5
23,beverage,1.72,2.24,116,6
23,plant,2.24,2.66,116,7
23,publicity,4.62,5.16,117,0
23,and,5.16,5.25,117,1
23,notoriety,5.25,5.83,117,2
23,go,5.83,6.06,117,3
23,hand,6.06,6.32,117,4
23,in,6.32,6.44,117,5
23,hand,6.44,6.82,117,6
23,pizzerias,8.79,9.36,118,0
